,female[0-9],male[0-9],female[10-19],male[10-19],female[20-29],male[20-29],female[30-39],male[30-39],female[40-49],male[40-49],female[50-59],male[50-59],female[60-102],male[60-102],population,"1-25,000","25,000-50,000","50,000-75,000","75,000-100,000","100,000-200,000","200,000-...",stadium_count,shoes_count,restaurant_count,gym_count,clothes_count,clinic_count
11697,0.05246383917626869,0.049767099779357685,0.051238048541309145,0.0576121598430988,0.041922039715616574,0.038980142191713654,0.04216719784260848,0.039960774699681297,0.07232164746261338,0.06374111301789655,0.08948271635204708,0.07477322873253249,0.1880362834027948,0.1375337092424614,4079.0,0.23039215686274508,0.12745098039215685,0.14215686274509803,0.12745098039215685,0.25980392156862747,0.11274509803921569,0.0,0.0,3.0,0.0,0.0,0.0
11204,0.07575447308470064,0.08015716589448896,0.06861289579440448,0.07639439936519313,0.07226047559321166,0.07547290552128395,0.06409501625412753,0.06629636265902168,0.061932065426062916,0.05866844139555123,0.06296874600046075,0.05928277062482402,0.10145391250927893,0.07665036987739013,78134.0,0.5089820359281437,0.2245508982035928,0.10688622754491017,0.06077844311377246,0.0751497005988024,0.023652694610778444,0.0,2.0,9.0,0.0,3.0,3.0
11218,0.0758840733847381,0.08036426482318532,0.06453070991757512,0.07200212709385802,0.07769210316405212,0.08067003456527519,0.08086944961446424,0.07884871044934857,0.06188513693166711,0.06566072852964637,0.05893379420366924,0.05973145440042542,0.08206593990959851,0.06086147301249668,75220.0,0.4182532487156241,0.2184950135992747,0.13055303717135086,0.0818978543366576,0.11302508310667876,0.037775763070414026,0.0,0.0,29.0,0.0,0.0,0.0
11219,0.10795805727545786,0.11610153869509114,0.07652270090326499,0.08072998557812212,0.07896249227399399,0.0828661584671604,0.06192732674770388,0.06462736253131066,0.04586807776970538,0.04754882293620759,0.04903438479305147,0.04755966645341083,0.07992756530508235,0.06036586027043732,92221.0,0.6121441022661244,0.20249854735618827,0.07757117954677513,0.04125508425334108,0.04851830331202789,0.01801278326554329,0.0,1.0,9.0,0.0,3.0,0.0
11230,0.07420609202851587,0.07755068975094899,0.06968104805110638,0.07174104249606518,0.07773585779094529,0.07713406166095732,0.06133691324877326,0.06053837607628923,0.05655726321636886,0.055874456068882514,0.06307286362373854,0.05850152763632997,0.11207295620775853,0.08399685214332006,86408.0,0.436456269459383,0.23068213982451174,0.12454005094820265,0.07047834701386924,0.0945372204924993,0.043305972261534105,1.0,0.0,5.0,0.0,1.0,0.0
11201,0.04596307307150681,0.04975747144421843,0.04136676576435613,0.034755906743858554,0.09530981067125645,0.08682131121890158,0.11932796119543107,0.11422312627131904,0.07213268659051791,0.07289547801595994,0.05525348145830074,0.050109529025191675,0.09176967610702551,0.07031372242215615,51128.0,0.20323624595469256,0.13009708737864079,0.12750809061488674,0.10388349514563107,0.21941747572815534,0.21585760517799352,0.0,4.0,88.0,6.0,27.0,4.0
11205,0.08279244909081901,0.08643412773125898,0.07090125353019869,0.06545112223158103,0.1180944359114106,0.09914284298667195,0.09624436406877075,0.09069513947381459,0.057028192042808304,0.05016598127136699,0.04332854382401031,0.034187187236783434,0.06515384234256552,0.04038051825793985,40366.0,0.38882978723404255,0.225531914893617,0.14414893617021277,0.08191489361702127,0.11170212765957446,0.047872340425531915,0.0,0.0,31.0,0.0,0.0,1.0
11215,0.0576171875,0.05895602318548387,0.03578629032258065,0.035628780241935484,0.10052293346774194,0.07962134576612903,0.12416519657258064,0.11632119455645161,0.07369896673387097,0.07327368951612903,0.05936554939516129,0.05350617439516129,0.07500630040322581,0.05653036794354839,63488.0,0.1991676575505351,0.16557669441141498,0.1581450653983353,0.11266349583828775,0.2080856123662307,0.15636147443519618,0.0,9.0,110.0,1.0,29.0,1.0
11217,0.04969203756862964,0.0504445249574984,0.03511607814720883,0.039129344221175553,0.10448426743959198,0.08079484964187174,0.13480672222067389,0.11970123463671581,0.07293553691368691,0.06986984755162899,0.05543323764666536,0.047685404531646276,0.08243917393606644,0.057467740586940166,35881.0,0.23500810372771475,0.17990275526742303,0.16099405726634253,0.10750945434900054,0.1804430037817396,0.13614262560777957,1.0,1.0,91.0,6.0,32.0,0.0
11231,0.062095032397408205,0.06284497240220782,0.04271658267338613,0.04553635709143269,0.08693304535637149,0.0662047036237101,0.12263018958483321,0.11564074874010079,0.0812335013198944,0.07541396688264938,0.05678545716342693,0.04520638348932086,0.08012359011279098,0.056635469162467006,33336.0,0.26284701712935615,0.1724748966331955,0.13290017720023628,0.09509746012994684,0.18901358535144713,0.14766686355581807,0.0,0.0,43.0,1.0,1.0,2.0
11203,0.055333840943103944,0.0572373775829023,0.06461522304198283,0.0649302911754667,0.07636463885315199,0.06793656628245859,0.07297765641820043,0.0555176306876362,0.07670596266442618,0.05932470396723291,0.08445138761257122,0.0584188830834668,0.125265838737627,0.08091999894977289,76174.0,0.44125465178096757,0.29053694843168526,0.13981924508240298,0.06725146198830409,0.05635300372142477,0.004784688995215311,0.0,0.0,2.0,1.0,0.0,1.0
11210,0.07042639659398787,0.0738614372339053,0.07860276093407302,0.07834472971229518,0.07497419687782221,0.06939427170687654,0.0732002322280996,0.057686105018707266,0.07136175977293252,0.057476454651012775,0.07366791381757193,0.057734485872790606,0.09627789962585473,0.06699135595407044,62008.0,0.4054867848778856,0.25560388089662095,0.13917698226831715,0.07259953161592506,0.08865841418534627,0.038474406155904986,0.0,0.0,0.0,0.0,0.0,0.0
11225,0.05912474264899963,0.061377113797532946,0.06086681095919337,0.06118355065195587,0.092787133329814,0.07865702370268701,0.08280983300779532,0.0687677066286579,0.0743986344999912,0.05937109574337046,0.07832268736032659,0.055112706540674655,0.10445371201323268,0.06276724911576836,56829.0,0.4119187950229208,0.2822527832351015,0.16011787819253437,0.07039947609692207,0.060576293385723644,0.014734774066797643,0.0,0.0,6.0,0.0,0.0,0.0
11226,0.06581538219194266,0.06561847753317844,0.06736108376324183,0.06807978576773127,0.0880262277005474,0.07553262710195723,0.08190249281297995,0.06467333517111015,0.07842712558579136,0.060016539991336194,0.07945102981136534,0.05658055369590045,0.09152128539361241,0.05699405347930532,101572.0,0.47254639372489,0.2885020088004592,0.1308590013392003,0.055481155538549834,0.043045724124736943,0.009565716472163765,0.0,0.0,14.0,0.0,1.0,1.0
11220,0.06845518986325026,0.07404767163999278,0.05988072049639551,0.06660776320809655,0.08878692343219743,0.0972911102632583,0.07887708588525874,0.08621659069459225,0.06818410008233097,0.06909777304765156,0.05692885399305207,0.054177794734834035,0.07377658185907347,0.05767184080001606,99598.0,0.6834346784595541,0.179657269209508,0.06670351943983785,0.03095632946379215,0.032061912658927584,0.007186290768380321,0.0,1.0,15.0,1.0,0.0,2.0
