,lats,longs
0,40.56067,-73.90991
1,40.56064,-73.90902
2,40.56066,-73.90847
3,40.56072,-73.90793
4,40.5608,-73.90742
5,40.56162,-73.90375
6,40.56181,-73.90303
7,40.56198,-73.90251
8,40.56275,-73.89977
9,40.56297,-73.89909
10,40.56332,-73.89775
11,40.56347,-73.89728
12,40.56392,-73.89564
13,40.56453,-73.8934
14,40.56655,-73.88621
15,40.56733,-73.88335
16,40.56745,-73.88285
