,lats,longs
0,40.7882,-73.9662
1,40.78812,-73.96637
2,40.78795,-73.96659
3,40.78769,-73.96686
4,40.78721,-73.96726
5,40.78694,-73.96738
6,40.78654,-73.96749
7,40.78626,-73.96747
8,40.78601,-73.9674
9,40.78507,-73.96706
10,40.78483,-73.96707
11,40.78464,-73.96711
