,lats,longs
0,40.77503,-73.9684
1,40.77508,-73.96831
2,40.7752,-73.96788
3,40.77525,-73.96779
4,40.77537,-73.96768
5,40.77547,-73.96754
6,40.77568,-73.96735
7,40.77583,-73.96733
8,40.77602,-73.96736
9,40.77614,-73.9674
10,40.77627,-73.9674
11,40.77659,-73.96732
12,40.77669,-73.96726
13,40.77686,-73.96718
14,40.77737,-73.96701
15,40.77747,-73.967
16,40.7776,-73.96694
17,40.77774,-73.96687
18,40.77781,-73.96681
19,40.77811,-73.96664
