SITE ID,STATUS,PPT_ID,ADDRESS,CITY,STATE,ZIP,BORO,LATITUDE,LONGITUDE,CROSS_STREET_1,CROSS_STREET_2,CORNER,INSTALL_DATE,ACTIVE_DATE,WIFI_STATUS,TABLET_STATUS,PHONE_STATUS,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT,NTA,NTA_NAME
bk-06-145876,Link Active!,145876,244 SMITH STREET,New York,NY,11231,Brooklyn,40.68343607,-73.99277254,DOUGLASS STREET,DEGRAW STREET,SW,07/20/2017 12:00:00 AM,10/23/2017 12:00:00 AM,up,up,up,6,33,75,BK33,Carroll Gardens-Columbia Street-Red Hook
bk-06-145891,Link Active!,145891,50 5 AVENUE,New York,NY,11217,Brooklyn,40.681596,-73.977038,BERGEN STREET,DEAN STREET,SW,07/20/2017 12:00:00 AM,08/15/2017 12:00:00 AM,up,up,up,6,39,12901,BK37,Park Slope-Gowanus
bk-06-145893,Link Active!,145893,372 3 AVENUE,New York,NY,11215,Brooklyn,40.6726791,-73.98316142,3 STREET,6 STREET,SE,07/27/2017 12:00:00 AM,09/11/2017 12:00:00 AM,up,down,up,6,39,119,BK37,Park Slope-Gowanus
bk-09-145751,Link Active!,145751,897 FRANKLIN AVENUE,New York,NY,11225,Brooklyn,40.668156,-73.958801,PRESIDENT STREET,CARROLL STREET,NE,02/27/2017 12:00:00 AM,04/20/2017 12:00:00 AM,up,up,up,9,35,325,BK63,Crown Heights South
bk-17-126297,Link Active!,126297,3301 CHURCH AVENUE,New York,NY,11203,Brooklyn,40.65102676,-73.94651287,NEW YORK AVENUE,EAST 34 STREET,NE,06/27/2017 12:00:00 AM,10/30/2017 12:00:00 AM,up,up,up,17,40,818,BK95,Erasmus
bx-01-138788,Link Active!,138788,426 WILLIS AVENUE,New York,NY,10454,Bronx,40.813367,-73.91962478,EAST 145 STREET,EAST 144 STREET,SE,12/12/2017 12:00:00 AM,04/13/2018 12:00:00 AM,up,up,up,1,8,43,BX39,Mott Haven-Port Morris
bx-01-144251,Link Active!,144251,3097 3 AVENUE,New York,NY,10451,Bronx,40.821437,-73.912327,EAST 158 STREET,EAST 157 STREET,SW,03/18/2017 12:00:00 AM,05/22/2017 12:00:00 AM,up,up,up,1,17,69,BX34,Melrose South-Mott Haven North
bx-01-146060,Link Active!,146060,530 EAST 138 STREET,New York,NY,10454,Bronx,40.80710778,-73.91834301,BROOK AVENUE,ST. ANN'S AVENUE,Midblock,02/12/2018 12:00:00 AM,07/11/2018 12:00:00 AM,up,up,up,1,8,25,BX39,Mott Haven-Port Morris
bx-01-146063,Link Active!,146063,776 MELROSE AVENUE,New York,NY,10451,Bronx,40.822111981873675,-73.91484907735503,EAST 158 STREET,EAST 157 STREET,SE,02/25/2018 12:00:00 AM,04/25/2018 12:00:00 AM,up,up,up,1,17,69,BX34,Melrose South-Mott Haven North
bk-01-gf33353,Link Installed; Connecting Power and Fiber,GF33353,394 KENT AVENUE,New York,NY,11249,Brooklyn,40.71098811,-73.96853381,BROADWAY,SOUTH 6 STREET,NW,06/05/2018 12:00:00 AM,,Not Available,Not Available,Not Available,1,33,549,BK73,North Side-South Side
bx-01-146065,Link Active!,146065,844 ST. ANN'S AVENUE,New York,NY,10456,Bronx,40.82233792,-73.90942748,EAST 161 STREET,EAST 159 STREET,SE,03/04/2018 12:00:00 AM,04/19/2018 12:00:00 AM,up,up,up,1,17,71,BX34,Melrose South-Mott Haven North
bx-01-146066,Link Active!,146066,610 MELROSE AVENUE,New York,NY,10455,Bronx,40.81737982743871,-73.91707813210752,EAST 151 STREET,EAST 150 STREET,SE,03/04/2018 12:00:00 AM,04/30/2018 12:00:00 AM,up,up,up,1,17,65,BX34,Melrose South-Mott Haven North
bx-01-146074,Link Active!,146074,680 MELROSE AVENUE,New York,NY,10455,Bronx,40.81939415,-73.91616313,EAST 154 STREET,EAST 153 STREET,SW,03/04/2018 12:00:00 AM,05/02/2018 12:00:00 AM,up,up,up,1,17,67,BX34,Melrose South-Mott Haven North
bx-01-146075,Link Active!,146075,250 BROOK AVENUE,New York,NY,10454,Bronx,40.80775593,-73.91900611,EAST 138 STREET,EAST 139 STREET,NE,03/19/2018 12:00:00 AM,05/21/2018 12:00:00 AM,up,up,up,1,8,39,BX39,Mott Haven-Port Morris
bx-03-118929,Link Active!,118929,860 MELROSE AVENUE,New York,NY,10451,Bronx,40.82364629,-73.91402994,EAST 160 STREET,EAST 161 STREET,NE,06/05/2018 12:00:00 AM,07/11/2018 12:00:00 AM,up,up,up,3,17,141,BX35,Morrisania-Melrose
bx-03-146043,Link Active!,146043,871 BROOK AVENUE,New York,NY,10451,Bronx,40.82251879171023,-73.91069012520802,3 AVENUE,EAST 161 STREET,NW,01/14/2018 12:00:00 AM,04/24/2018 12:00:00 AM,up,up,up,3,17,141,BX35,Morrisania-Melrose
bx-04-101603,Link Active!,101603,895 WALTON AVENUE,New York,NY,10452,Bronx,40.82765532,-73.92390599,EAST 161 STREET,EAST 164 STREET,NW,02/18/2017 12:00:00 AM,05/11/2017 12:00:00 AM,up,up,up,4,8,195,BX63,West Concourse
bx-04-113552,Link Active!,113552_113553_113554,875 GERARD AVENUE,New York,NY,10452,Bronx,40.82782471,-73.9248328,EAST 161 STREET,EAST 162 STREET,NW,07/01/2016 12:00:00 AM,07/15/2016 12:00:00 AM,up,down,up,4,8,195,BX63,West Concourse
bx-04-119048,Link Active!,119048,105 EAST 165 STREET,New York,NY,10452,Bronx,40.831467,-73.921747,WALTON AVENUE,GERARD AVENUE,NW,05/12/2016 12:00:00 AM,06/15/2016 12:00:00 AM,up,up,up,4,16,195,BX63,West Concourse
bx-04-119077,Link Active!,119077,271 EAST 161 STREET,New York,NY,10451,Bronx,40.82560474,-73.91825809,MORRIS AVENUE,PARK AVENUE,NE,05/02/2018 12:00:00 AM,06/11/2018 12:00:00 AM,up,up,up,4,17,173,BX14,East Concourse-Concourse Village
bx-04-119141,Link Active!,119141,1391 JEROME AVENUE,New York,NY,10452,Bronx,40.840248,-73.918194,WEST 170 STREET,JEROME AVENUE,SW,06/10/2017 12:00:00 AM,07/13/2017 12:00:00 AM,up,up,up,4,16,219,BX26,Highbridge
bx-04-119146,Link Active!,119146,135 EAST 149 STREET,New York,NY,10451,Bronx,40.818942,-73.92837,WALTON AVENUE,GERARD AVENUE,NW,05/12/2016 12:00:00 AM,06/15/2016 12:00:00 AM,up,up,up,4,8,63,BX63,West Concourse
bx-04-119152,Link Active!,119152,1211 GRANDVIEW PLACE,New York,NY,10452,Bronx,40.8349041575827,-73.91822589547644,EAST 167 STREET,EAST 168 STREET,NW,03/19/2018 12:00:00 AM,07/02/2018 12:00:00 AM,up,up,up,4,16,197,BX63,West Concourse
bk-01-108703,Link Active!,108703,213 UNION AVENUE,New York,NY,11211,Brooklyn,40.7068221671049,-73.9505289529176,SOUTH 5 STREET,SOUTH 4 STREET,SW,12/19/2017 12:00:00 AM,02/14/2018 12:00:00 AM,up,up,up,1,34,527,BK73,North Side-South Side
bk-01-145864,Link Active!,145864,1133 MANHATTAN AVENUE,New York,NY,11222,Brooklyn,40.73691349,-73.95545319,BOX STREET,CLAY STREET,MIDBLK,07/01/2017 12:00:00 AM,08/02/2017 12:00:00 AM,up,up,up,1,33,563,BK76,Greenpoint
bk-02-145904,Link Active!,145904,71 WYCKOFF STREET,New York,NY,11201,Brooklyn,40.686177,-73.991014,SMITH STREET,COURT STREET,NW,07/31/2017 12:00:00 AM,09/18/2017 12:00:00 AM,up,up,up,2,33,69,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
bk-03-145760,Link Active!,145760,1591 FULTON STREET,New York,NY,11216,Brooklyn,40.67981535625681,-73.93762700154537,MARCUS GARVEY BOULEVARD,ALBANY AVENUE,NW,03/02/2017 12:00:00 AM,04/10/2017 12:00:00 AM,up,up,up,3,36,273,BK35,Stuyvesant Heights
bk-03-145784,Link Active!,145784,1139 FULTON STREET,New York,NY,11238,Brooklyn,40.68131525,-73.95620126,FRANKLIN AVENUE,CLAVER PLACE,NE,03/11/2017 12:00:00 AM,03/24/2017 12:00:00 AM,up,down,up,3,35,227,BK69,Clinton Hill
bk-06-145894,Link Active!,145894,337 5 AVENUE,New York,NY,11215,Brooklyn,40.67224181,-73.98362685,4 STREET,3 STREET,NE,07/27/2017 12:00:00 AM,10/27/2017 12:00:00 AM,up,up,up,6,39,135,BK37,Park Slope-Gowanus
bk-09-145844,Link Active!,145844,317 LEFFERTS AVENUE,New York,NY,11225,Brooklyn,40.662438,-73.950605,NOSTRAND AVENUE,NEW YORK AVENUE,NE,05/06/2017 12:00:00 AM,06/14/2017 12:00:00 AM,up,up,up,9,40,329,BK60,Prospect Lefferts Gardens-Wingate
bx-01-146049,Link Active!,146049,289 MORRIS AVENUE,New York,NY,10451,Bronx,40.81207893754965,-73.9265896211831,EAST 139 STREET,EAST 140 STREET,Midblock,01/14/2018 12:00:00 AM,07/02/2018 12:00:00 AM,up,up,up,1,8,51,BX39,Mott Haven-Port Morris
bx-04-119159,Link Active!,119159_119172,72 EAST 161 STREET,New York,NY,10451,Bronx,40.82735593,-73.92522252,GERARD AVENUE,RIVER AVENUE,SW,07/01/2016 12:00:00 AM,07/19/2016 12:00:00 AM,up,up,up,4,8,63,BX63,West Concourse
bx-04-119160,Link Active!,119160_119162,52 EAST 161 STREET,New York,NY,10451,Bronx,40.82755199,-73.92590252,RIVER AVENUE,GERARD AVENUE,SE,08/13/2016 12:00:00 AM,09/13/2016 12:00:00 AM,up,up,up,4,8,63,BX63,West Concourse
bx-04-145838,Link Active!,145838,1605 WALTON AVENUE,New York,NY,10452,Bronx,40.84388121,-73.91292955,EAST MT. EDEN AVENUE,EAST 174 STREET,MIDBLK,04/22/2017 12:00:00 AM,07/05/2017 12:00:00 AM,up,up,up,4,14,22702,BX41,Mount Hope
bx-04-145851,Link Active!,145851,84 EAST 167 STREET,New York,NY,10452,Bronx,40.83513298,-73.91979703,GERARD AVENUE,WALTON AVENUE,MIDBLK,06/10/2017 12:00:00 AM,07/20/2017 12:00:00 AM,up,up,up,4,16,197,BX63,West Concourse
bx-04-145925,Link Active!,145925,1579 JEROME AVENUE,New York,NY,10452,Bronx,40.84425807,-73.91496083,WEST MT. EDEN AVENUE,GOBLE PLACE,SW,09/16/2017 12:00:00 AM,01/12/2018 12:00:00 AM,up,up,up,4,14,209,BX63,West Concourse
bx-04-146072,Link Active!,146072,2 EAST 172 STREET,New York,NY,10452,Bronx,40.84220263,-73.91603242,JEROME AVENUE,TOWNSEND AVENUE,SE,03/19/2018 12:00:00 AM,04/30/2018 12:00:00 AM,up,up,up,4,14,223,BX63,West Concourse
bx-04-146078,Link Active!,146078,247 EAST 169 STREET,New York,NY,10456,Bronx,40.83573444,-73.91396042,GRANT AVENUE,SHERIDAN AVENUE,NW,04/19/2018 12:00:00 AM,08/02/2018 12:00:00 AM,up,up,up,4,16,17902,BX14,East Concourse-Concourse Village
bx-05-102420,Link Active!,102420,126 EAST 183 STREET,New York,NY,10453,Bronx,40.857756,-73.901091,CRESTON AVENUE,MORRIS AVENUE,SW,05/12/2016 12:00:00 AM,06/29/2016 12:00:00 AM,up,up,up,5,14,23704,BX40,Fordham South
bx-05-111414,Link Active!,111414,8 WEST BURNSIDE AVENUE,New York,NY,10453,Bronx,40.853764,-73.907899,JEROME AVENUE,DAVIDSON AVENUE,MIDBLK,12/06/2016 12:00:00 AM,01/17/2017 12:00:00 AM,up,up,up,5,14,243,BX36,University Heights-Morris Heights
bx-05-111503,Link Active!,111503,305 EAST BURNSIDE AVENUE,New York,NY,10457,Bronx,40.85054841,-73.90095411,VALENTINE AVENUE,RYER AVENUE,MIDBLK,05/10/2017 12:00:00 AM,06/13/2017 12:00:00 AM,up,down,up,5,15,381,BX41,Mount Hope
bx-05-113539,Link Active!,113539,70 WEST BURNSIDE AVENUE,New York,NY,10453,Bronx,40.85434622,-73.91021789,HARRISON AVENUE,UNIVERSITY AVENUE,SW,12/06/2016 12:00:00 AM,01/17/2017 12:00:00 AM,up,up,up,5,14,243,BX36,University Heights-Morris Heights
bx-05-116218,Link Active!,116218,2461 WEBSTER AVENUE,New York,NY,10458,Bronx,40.86021467,-73.89305944,EAST 188 STREET,EAST 189 STREET,MIDBLK,05/12/2016 12:00:00 AM,05/25/2016 12:00:00 AM,up,up,up,5,15,39902,BX05,Bedford Park-Fordham North
bx-05-119566,Link Active!,119566,1999 UNIVERSITY AVENUE,New York,NY,10453,Bronx,40.854764,-73.911439,WEST 179 STREET,WEST BURNSIDE AVENUE,SE,12/22/2016 12:00:00 AM,01/17/2017 12:00:00 AM,up,up,up,5,14,24502,BX36,University Heights-Morris Heights
bk-01-gf33221,Link Installed; Connecting Power and Fiber,GF33221,178 BROADWAY,New York,NY,11211,Brooklyn,40.70990,-73.96244,Driggs Ave,Bedford Ave,SW,06/05/2018 12:00:00 AM,,Not Available,Not Available,Not Available,1,34,549,BK73,North Side-South Side
bk-01-gf33305,Link Installed; Connecting Power and Fiber,GF33305,361 BROADWAY,New York,NY,11211,Brooklyn,40.707581,-73.95531649,Keap St,Hooper Stret,NE,06/05/2018 12:00:00 AM,,Not Available,Not Available,Not Available,1,34,527,BK73,North Side-South Side
bk-01-146047,Link Active!,146047,1 TEN EYCK STREET,New York,NY,11206,Brooklyn,40.70957163,-73.95070637,UNION AVENUE,LORIMER STREET,NE,12/19/2017 12:00:00 AM,03/29/2018 12:00:00 AM,up,up,up,1,34,513,BK73,North Side-South Side
bk-02-145910,Link Active!,145910,66 SMITH STREET,New York,NY,11201,Brooklyn,40.68940822,-73.9887287,STATE STREET,SCHERMERHORN STREET,NW,07/27/2017 12:00:00 AM,10/06/2017 12:00:00 AM,up,up,up,2,33,43,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
bk-07-145867,Link Active!,145867,691 4 AVENUE,New York,NY,11232,Brooklyn,40.662189,-73.996017,22 STREET,21 STREET,NE,07/15/2017 12:00:00 AM,08/22/2017 12:00:00 AM,up,up,up,7,38,145,BK32,Sunset Park West
bx-01-145852,Link Active!,145852,141 LINCOLN AVENUE,New York,NY,10454,Bronx,40.80854426,-73.92907378,EAST 134 STREET,EAST 135 STREET,MIDBLK,06/10/2017 12:00:00 AM,10/26/2017 12:00:00 AM,up,up,up,1,8,19,BX39,Mott Haven-Port Morris
bx-05-119570,Link Active!,119570_119571,100 EAST 188 STREET,New York,NY,10468,Bronx,40.86208577,-73.89952057,EAST 188 STREET,MORRIS STREET,SE,05/10/2017 12:00:00 AM,07/20/2017 12:00:00 AM,up,up,up,5,14,23703,BX40,Fordham South
bx-05-119573,Link Active!,119573,2454 WALTON AVENUE,New York,NY,10468,Bronx,40.86231329,-73.90031404,EAST FORDHAM ROAD,EAST 184 STREET,SE,08/27/2016 12:00:00 AM,09/15/2016 12:00:00 AM,up,up,up,5,14,239,BX40,Fordham South
bx-05-119587,Link Active!,119587,150 EAST 188 STREET,New York,NY,10468,Bronx,40.86165512,-73.89858091,CRESTON AVENUE,GRAND CONCOURSE,SE,05/12/2016 12:00:00 AM,05/25/2016 12:00:00 AM,up,up,up,5,14,23703,BX40,Fordham South
bx-05-119592,Link Active!,119592,101 EAST BURNSIDE AVENUE,New York,NY,10453,Bronx,40.853157,-73.905403,MORRIS AVENUE,CRESTON AVENUE,NE,06/09/2016 12:00:00 AM,07/07/2016 12:00:00 AM,up,up,up,5,14,241,BX41,Mount Hope
bx-05-119597,Link Active!,119597,1966 JEROME AVENUE,New York,NY,10453,Bronx,40.85187831,-73.90897566,EAST TREMONT AVENUE,EAST 179 STREET,NE,04/22/2017 12:00:00 AM,08/01/2017 12:00:00 AM,up,up,up,5,14,241,BX41,Mount Hope
bx-05-119606,Link Active!,119606,2374 JEROME AVENUE,New York,NY,10468,Bronx,40.86063,-73.902369,EAST 184 STREET,EAST FORDHAM ROAD,NE,06/09/2016 12:00:00 AM,07/01/2016 12:00:00 AM,up,up,up,5,14,239,BX40,Fordham South
bx-05-119610,Link Active!,119610,48 WEST BURNSIDE AVENUE,New York,NY,10453,Bronx,40.85384203,-73.90938798,GRAND AVENUE,DAVIDSON AVENUE,SE,01/25/2017 12:00:00 AM,02/08/2017 12:00:00 AM,up,up,up,5,14,243,BX36,University Heights-Morris Heights
bx-05-119613,Link Active!,119613,1 WEST BURNSIDE AVENUE,New York,NY,10453,Bronx,40.85393036,-73.90750182,JEROME AVENUE,DAVIDSON AVENUE,NW,11/23/2016 12:00:00 AM,01/12/2017 12:00:00 AM,up,up,up,5,14,251,BX36,University Heights-Morris Heights
bx-05-119631,Link Active!,119631,1876 JEROME AVENUE,New York,NY,10453,Bronx,40.849486,-73.910931,MOUNT HOPE PLACE,EAST 177 STREET,NE,04/22/2017 12:00:00 AM,07/13/2017 12:00:00 AM,up,up,up,5,14,23301,BX41,Mount Hope
bx-05-119638,Link Active!,119638_119639_119647,2493 VALENTINE AVENUE,New York,NY,10458,Bronx,40.8620509799906,-73.89607854209015,EAST FORDHAM ROAD,EAST 188 STREET,SWC,01/14/2018 12:00:00 AM,06/25/2018 12:00:00 AM,up,up,up,5,15,23702,BX05,Bedford Park-Fordham North
bx-05-119648,Link Active!,119648,2463 VALENTINE AVENUE,New York,NY,10458,Bronx,40.86117438,-73.89644355,EAST 188 STREET,EAST FORDHAM ROAD,NW,01/25/2017 12:00:00 AM,04/18/2017 12:00:00 AM,up,down,up,5,15,23702,BX05,Bedford Park-Fordham North
bx-05-119659,Link Active!,119659,375 EAST 188 STREET,New York,NY,10458,Bronx,40.860027,-73.893343,WEBSTER AVENUE,MARION AVENUE,NW,12/06/2016 12:00:00 AM,03/30/2017 12:00:00 AM,up,up,up,5,15,39902,BX05,Bedford Park-Fordham North
bx-05-123185,Link Active!,123185,23 WEST BURNSIDE AVENUE,New York,NY,10453,Bronx,40.853881,-73.908662,DAVIDSON AVENUE,GRAND AVENUE,NW,12/06/2016 12:00:00 AM,01/12/2017 12:00:00 AM,up,up,up,5,14,251,BX36,University Heights-Morris Heights
bx-05-123186,Link Active!,123186,1846 JEROME AVENUE,New York,NY,10453,Bronx,40.848730,-73.911470,EAST 176 STREET,MOUNT HOPE PLACE,NE,05/10/2017 12:00:00 AM,07/13/2017 12:00:00 AM,up,up,up,5,14,23301,BX41,Mount Hope
bx-05-146095,Link Active!,146095,1750 JEROME AVENUE,New York,NY,10453,Bronx,40.84779956,-73.91213693,EAST 175 STREET,EAST 176 STREET,NE,06/20/2018 12:00:00 AM,07/13/2018 12:00:00 AM,up,up,up,5,14,22701,BX41,Mount Hope
bx-05-146097,Link Active!,146097,1 EAST 177 STREET,New York,NY,10453,Bronx,40.85017299776705,-73.91028172558197,JEROME AVENUE,WALTON AVENUE,SE,06/20/2018 12:00:00 AM,07/13/2018 12:00:00 AM,up,up,up,5,14,23301,BX41,Mount Hope
bx-06-101312,Link Active!,101312,1917 SOUTHERN BOULEVARD,New York,NY,10460,Bronx,40.84183354,-73.88597436,ELSMERE PLACE,FAIRMOUNT PLACE,SW,05/17/2018 12:00:00 AM,07/12/2018 12:00:00 AM,up,down,up,6,17,36502,BX17,East Tremont
bx-06-118922,Link Active!,118922,1901 WASHINGTON AVENUE,New York,NY,10457,Bronx,40.8469261746656,-73.89822055601536,EAST TREMONT STREET,EAST 176 STREET,SWC,10/20/2017 12:00:00 AM,01/12/2018 12:00:00 AM,up,up,up,6,15,395,BX01,Claremont-Bathgate
bx-06-118932,Link Active!,118932,1848 WEBSTER AVENUE,New York,NY,10457,Bronx,40.84664641087538,-73.90139163476852,EAST 176 STREET,EAST 175 STREET,MIDBLK,06/24/2017 12:00:00 AM,08/01/2017 12:00:00 AM,up,up,up,6,15,231,BX41,Mount Hope
bk-01-145860,Link Pending Activation,145860,308 DRIGGS AVENUE,New York,NY,11222,Brooklyn,40.722328,-73.949671,LEONARD STREET,MANHATTAN AVENUE,NE,06/30/2017 12:00:00 AM,,Not Available,Not Available,Not Available,1,33,569,BK76,Greenpoint
bk-17-145979,Link Active!,145979,2606 SNYDER AVENUE,New York,NY,11226,Brooklyn,40.648733,-73.952414,VERONICA PLACE,ROGERS AVENUE,SW,09/30/2017 12:00:00 AM,02/28/2018 12:00:00 AM,up,up,up,17,40,794,BK95,Erasmus
bx-06-119388,Link Active!,119388,1948 WEBSTER AVENUE,New York,NY,10457,Bronx,40.84909302,-73.90003051,EAST 178 STREET,EAST TREMONT AVENUE,SE,05/10/2017 12:00:00 AM,06/16/2017 12:00:00 AM,up,up,up,6,15,379,BX41,Mount Hope
bx-06-119390,Link Active!,119390,426 EAST TREMONT AVENUE,New York,NY,10457,Bronx,40.84740591,-73.89994835,PARK AVENUE,WEBSTER AVENUE,SWC,10/20/2017 12:00:00 AM,01/12/2018 12:00:00 AM,up,up,up,6,15,231,BX41,Mount Hope
bx-06-119558,Link Active!,119558,631 EAST TREMONT AVENUE,New York,NY,10457,Bronx,40.84618975767023,-73.8921943283085,HUGHES AVENUE,ARTHUR AVENUE,NW,05/02/2018 12:00:00 AM,07/13/2018 12:00:00 AM,up,up,up,6,17,373,BX17,East Tremont
bx-06-144410,Link Pending Activation,144410,1961 ARTHUR AVENUE,New York,NY,10457,Bronx,40.84652245,-73.89339767,EAST TREMONT AVENUE,EAST 178 STREET,NW,05/17/2018 12:00:00 AM,,Not Available,Not Available,Not Available,6,17,37504,BX17,East Tremont
bx-07-119564,Link Active!,119564,48 WEST FORDHAM ROAD,New York,NY,10468,Bronx,40.86264365,-73.90324404,GRAND AVENUE,DAVIDSON AVENUE,SE,08/13/2016 12:00:00 AM,09/15/2016 12:00:00 AM,up,up,up,7,14,253,BX30,Kingsbridge Heights
bx-07-119749,Link Active!,119749_119750,2 EAST KINGSBRIDGE ROAD,New York,NY,10468,Bronx,40.86732884,-73.89719293,JEROME AVENUE,EAST 193 STREET,SE,01/25/2017 12:00:00 AM,02/08/2017 12:00:00 AM,up,up,up,7,14,401,BX05,Bedford Park-Fordham North
bx-07-119760,Link Active!,119760_119761_119871,2663 JEROME AVENUE,New York,NY,10468,Bronx,40.86737055,-73.89764488,EAST KINGSBRIDGE ROAD,EAST 193 STREET,SW,07/01/2016 12:00:00 AM,07/19/2016 12:00:00 AM,up,up,up,7,14,265,BX30,Kingsbridge Heights
bx-07-119787,Link Active!,119787,95 WEST FORDHAM ROAD,New York,NY,10468,Bronx,40.86285548,-73.90454701,UNIVERSITY AVENUE,188 STREET,NE,02/18/2017 12:00:00 AM,03/30/2017 12:00:00 AM,up,up,up,7,14,263,BX30,Kingsbridge Heights
bx-07-119802,Link Active!,119802,319 EAST KINGSBRIDGE ROAD,New York,NY,10458,Bronx,40.86234731,-73.8938944,EAST FORDHAM ROAD,EAST FORDHAM ROAD,MIDBLK,12/06/2016 12:00:00 AM,06/21/2017 12:00:00 AM,up,up,up,7,15,39901,BX05,Bedford Park-Fordham North
bx-07-119873,Link Active!,119873,26 WEST KINGSBRIDGE ROAD,New York,NY,10468,Bronx,40.867627,-73.89873,DAVIDSON AVENUE,GRAND AVENUE,SW,06/09/2016 12:00:00 AM,07/15/2016 12:00:00 AM,up,up,up,7,14,265,BX30,Kingsbridge Heights
bx-07-119874,Link Active!,119874,56 WEST KINGSBRIDGE ROAD,New York,NY,10468,Bronx,40.86782871,-73.8995757,GRAND AVENUE,AQUEDUCT AVENUE WEST,SW,07/01/2016 12:00:00 AM,07/19/2016 12:00:00 AM,up,up,up,7,14,265,BX30,Kingsbridge Heights
bx-07-144372,Link Active!,144372,2338 LORING PLACE NORTH,New York,NY,10468,Bronx,40.862685,-73.907548,WEST FORDHAM ROAD,WEST 183 STREET,SE,04/07/2017 12:00:00 AM,05/11/2017 12:00:00 AM,up,up,up,7,14,255,BX30,Kingsbridge Heights
bx-07-145689,Link Active!,145689,60 EAST KINGSBRIDGE ROAD,New York,NY,10468,Bronx,40.86658827,-73.89565372,CRESTON AVENUE,MORRIS AVENUE,SW,08/27/2016 12:00:00 AM,11/11/2016 12:00:00 AM,up,up,up,7,14,401,BX05,Bedford Park-Fordham North
bx-07-145690,Link Active!,145690,30 EAST KINGSBRIDGE ROAD,New York,NY,10468,Bronx,40.867038,-73.896537,MORRIS AVENUE,JEROME AVENUE,SW,08/27/2016 12:00:00 AM,11/08/2016 12:00:00 AM,up,down,up,7,14,401,BX05,Bedford Park-Fordham North
bx-07-145840,Link Active!,145840,2495 JEROME AVENUE,New York,NY,10468,Bronx,40.86366546,-73.90051187,EAST FORDHAM ROAD,EAST 190 STREET,MIDBLK,05/10/2017 12:00:00 AM,06/13/2017 12:00:00 AM,up,up,up,7,14,265,BX30,Kingsbridge Heights
bx-07-145853,Link Active!,145853,2620 BRIGGS AVENUE,New York,NY,10458,Bronx,40.86487,-73.8928,EAST 194 STREET,EAST KINGSBRIDGE ROAD,SE,06/24/2017 12:00:00 AM,10/26/2017 12:00:00 AM,up,up,up,7,15,39901,BX05,Bedford Park-Fordham North
bx-07-145924,Link Active!,145924,82 WEST KINGSBRIDGE ROAD,New York,NY,10468,Bronx,40.86810029,-73.90070588,UNIVERSITY AVENUE,AQUEDUCT AVENUE,SEC,09/16/2017 12:00:00 AM,01/22/2018 12:00:00 AM,up,up,up,7,14,265,BX30,Kingsbridge Heights
bx-07-145933,Link Active!,145933,2616 JEROME AVENUE,New York,NY,10468,Bronx,40.86676519,-73.89780278,EAST 193 STREET,EAST KINGSBRIDGE ROAD,SE,09/16/2017 12:00:00 AM,11/03/2017 12:00:00 AM,up,up,up,7,14,401,BX05,Bedford Park-Fordham North
mn-01-109587,Link Active!,109587_109596,249 CHURCH STREET,New York,NY,10013,Manhattan,40.71772575,-74.00560969,LEONARD STREET,FRANKLIN STREET,SE,04/19/2018 12:00:00 AM,05/24/2018 12:00:00 AM,up,up,up,1,1,33,MN24,SoHo-TriBeCa-Civic Center-Little Italy
mn-01-122275,Link Active!,122275,250 CHURCH STREET,New York,NY,10013,Manhattan,40.71780497,-74.00581491,LEONARD STREET,FRANKLIN STREET,NW,04/19/2018 12:00:00 AM,05/24/2018 12:00:00 AM,up,up,up,1,1,33,MN24,SoHo-TriBeCa-Civic Center-Little Italy
mn-01-122319,Link Active!,122319_139238,106 LAFAYETTE STREET,New York,NY,10013,Manhattan,40.7180331,-74.00101556,WALKER STREET,CANAL STREET,NW,08/11/2016 12:00:00 AM,09/06/2016 12:00:00 AM,up,down,up,1,1,31,MN24,SoHo-TriBeCa-Civic Center-Little Italy
mn-01-122911,Link Active!,122911,227 CHURCH STREET,New York,NY,10007,Manhattan,40.716939370213865,-74.00622249398464,WORTH STREET,THOMAS STREET,SE,03/03/2018 12:00:00 AM,05/02/2018 12:00:00 AM,up,up,up,1,1,33,MN24,SoHo-TriBeCa-Civic Center-Little Italy
mn-01-123041,Link Installed; Connecting Power and Fiber,123041_123054,70 CHAMBERS STREET,New York,NY,10007,Manhattan,40.71420865,-74.0065117,BROADWAY,CHURCH STREET,SWC,05/24/2018 12:00:00 AM,,Not Available,Not Available,Not Available,1,1,21,MN24,SoHo-TriBeCa-Civic Center-Little Italy
mn-01-123044,Link Installed; Connecting Power and Fiber,123044,317 BROADWAY,New York,NY,10007,Manhattan,40.715712,-74.005126,THOMAS STREET,DUANE STREET,SWC,08/01/2018 12:00:00 AM,,Not Available,Not Available,Not Available,1,1,33,MN24,SoHo-TriBeCa-Civic Center-Little Italy
bk-01-108949,Link Active!,108949,709 BROADWAY,New York,NY,11206,Brooklyn,40.701419,-73.942908,DEBEVOISE STREET,GRAHAM AVENUE,NE,03/06/2017 12:00:00 AM,08/02/2017 12:00:00 AM,up,up,up,1,34,491,BK90,East Williamsburg
