SITE ID,STATUS,PPT_ID,ADDRESS,CITY,STATE,ZIP,BORO,LATITUDE,LONGITUDE,CROSS_STREET_1,CROSS_STREET_2,CORNER,INSTALL_DATE,ACTIVE_DATE,WIFI_STATUS,TABLET_STATUS,PHONE_STATUS,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT,NTA,NTA_NAME
mn-05-122442,Link Active!,122442_122455,362 7 AVENUE,New York,NY,10001,Manhattan,40.74861534,-73.99248875,WEST 30 STREET,WEST 31 STREET,NW,10/08/2016 12:00:00 AM,12/09/2016 12:00:00 AM,up,up,up,5,3,101,MN17,Midtown-Midtown South
mn-05-122445,Link Active!,122445_123652,383 7 AVENUE,New York,NY,10001,Manhattan,40.74915253,-73.99180123,WEST 31 STREET,WEST 32 STREET,SE,11/12/2016 12:00:00 AM,02/07/2017 12:00:00 AM,up,down,up,5,3,101,MN17,Midtown-Midtown South
mn-05-122446,Link Active!,122446_122563,430 7 AVENUE,New York,NY,10001,Manhattan,40.75048843,-73.99113025,WEST 33 STREET,WEST 34 STREET,SW,10/08/2016 12:00:00 AM,01/18/2017 12:00:00 AM,up,down,up,5,3,101,MN17,Midtown-Midtown South
mn-05-122453,Link Active!,122453_122454,341 7 AVENUE,New York,NY,10001,Manhattan,40.747904,-73.992745,WEST 29 STREET,WEST 30 STREET,SE,10/22/2016 12:00:00 AM,12/16/2016 12:00:00 AM,up,up,up,5,3,95,MN17,Midtown-Midtown South
mn-05-122514,Link Active!,122514_122527,1785 BROADWAY,New York,NY,10019,Manhattan,40.76700781147154,-73.98185928988113,WEST 58 STREET,WEST 57 STREET,SW,05/26/2017 12:00:00 AM,07/20/2017 12:00:00 AM,up,up,up,5,3,137,MN17,Midtown-Midtown South
mn-05-122522,Link Active!,122522_122523,1767 BROADWAY,New York,NY,10019,Manhattan,40.76617479,-73.98198781,WEST 56 STREET,WEST 57 STREET,SW,05/26/2016 12:00:00 AM,07/19/2016 12:00:00 AM,up,up,up,5,3,137,MN17,Midtown-Midtown South
mn-05-122532,Link Active!,122532_122533,1725 BROADWAY,New York,NY,10019,Manhattan,40.76467196,-73.98236264,WEST 55 STREET,WEST 54 STREET,NW,05/14/2016 12:00:00 AM,07/19/2016 12:00:00 AM,up,up,up,5,3,137,MN17,Midtown-Midtown South
mn-05-122541,Link Active!,122541_122837,1701 BROADWAY,New York,NY,10019,Manhattan,40.76397808,-73.98262883,WEST 54 STREET,WEST 53 STREET,SW,04/30/2016 12:00:00 AM,07/19/2016 12:00:00 AM,up,up,up,5,3,131,MN17,Midtown-Midtown South
mn-05-122586,Link Active!,122586,790 8 AVENUE,New York,NY,10019,Manhattan,40.761094,-73.986828,WEST 48 STREET,WEST 49 STREET,NE,03/24/2016 12:00:00 AM,04/12/2016 12:00:00 AM,up,up,up,5,3,125,MN17,Midtown-Midtown South
mn-05-122591,Link Active!,122591,270 WEST 47 STREET,New York,NY,10036,Manhattan,40.760283,-73.987313,8 AVENUE,BROADWAY,SE,07/29/2017 12:00:00 AM,10/02/2017 12:00:00 AM,up,up,up,5,3,125,MN17,Midtown-Midtown South
mn-05-122593,Link Active!,122593_122594,830 8 AVENUE,New York,NY,10019,Manhattan,40.762331,-73.985923,WEST 50 STREET,WEST 51 STREET,NE,04/16/2016 12:00:00 AM,04/27/2016 12:00:00 AM,up,up,up,5,3,131,MN17,Midtown-Midtown South
mn-05-122608,Link Active!,122608,888 8 AVENUE,New York,NY,10019,Manhattan,40.76399635,-73.98471931,WEST 53 STREET,WEST 52 STREET,SE,10/15/2016 12:00:00 AM,11/21/2016 12:00:00 AM,up,up,up,5,3,131,MN17,Midtown-Midtown South
mn-05-122609,Link Active!,122609,870 8 AVENUE,New York,NY,10019,Manhattan,40.76361577,-73.98498723,WEST 52 STREET,WEST 53 STREET,NE,10/01/2016 12:00:00 AM,11/16/2016 12:00:00 AM,up,up,up,5,3,131,MN17,Midtown-Midtown South
bk-03-145749,Link Active!,145749,1628 FULTON STREET,New York,NY,11213,Brooklyn,40.67956068,-73.93549973,BAINBRIDGE STREET,LEWIS AVENUE,SW,02/27/2017 12:00:00 AM,03/20/2017 12:00:00 AM,up,up,up,3,36,271,BK61,Crown Heights North
bx-01-109413,Link Active!,109413,2939 3 AVENUE,New York,NY,10455,Bronx,40.81792619,-73.91526202,EAST 152 STREET,EAST 153 STREET,NW,10/22/2016 12:00:00 AM,12/22/2016 12:00:00 AM,up,up,up,1,17,67,BX34,Melrose South-Mott Haven North
bx-01-123210,Link Active!,123210,660 WESTCHESTER AVENUE,New York,NY,10455,Bronx,40.81599771,-73.90824221,JACKSON AVENUE,TRINITY AVENUE,SW,05/17/2018 12:00:00 AM,06/26/2018 12:00:00 AM,up,down,up,1,8,73,BX34,Melrose South-Mott Haven North
bx-01-145916,Link Active!,145916,197 LINCOLN AVENUE,New York,NY,10451,Bronx,40.81015856,-73.92788597,EAST 137 STREET,3 AVENUE,NW,08/31/2017 12:00:00 AM,02/22/2018 12:00:00 AM,up,up,up,1,8,51,BX39,Mott Haven-Port Morris
mn-05-122615,Link Active!,122615,908 8 AVENUE,New York,NY,10019,Manhattan,40.76464619,-73.98422945,WEST 54 STREET,WEST 53 STREET,SE,03/18/2016 12:00:00 AM,04/01/2016 12:00:00 AM,up,down,up,5,3,131,MN17,Midtown-Midtown South
mn-05-122619,Link Active!,122619,910 8 AVENUE,New York,NY,10019,Manhattan,40.76482318,-73.98409944,WEST 54 STREET,WEST 55 STREET,NE,03/10/2016 12:00:00 AM,03/30/2016 12:00:00 AM,up,up,up,5,3,137,MN17,Midtown-Midtown South
mn-05-122622,Link Active!,122622,944 8 AVENUE,New York,NY,10019,Manhattan,40.76582962,-73.98336787,WEST 56 STREET,WEST 55 STREET,SE,07/19/2016 12:00:00 AM,08/03/2016 12:00:00 AM,up,up,up,5,3,137,MN17,Midtown-Midtown South
mn-05-122628,Link Active!,122628,266 WEST 58 STREET,New York,NY,10019,Manhattan,40.767271,-73.982247,8 AVENUE,BROADWAY,SE,03/10/2016 12:00:00 AM,03/30/2016 12:00:00 AM,up,down,up,5,3,137,MN17,Midtown-Midtown South
mn-05-122631,Link Active!,122631_122632,916 7 AVENUE,New York,NY,10019,Manhattan,40.766148,-73.979721,WEST 57 STREET,WEST 58 STREET,SW,06/11/2017 12:00:00 AM,07/12/2017 12:00:00 AM,up,up,up,5,4,137,MN17,Midtown-Midtown South
mn-05-122633,Link Active!,122633_122634,936 7 AVENUE,New York,NY,10019,Manhattan,40.76664932,-73.9793497,WEST 59 STREET,WEST 58 STREET,SW,09/18/2016 12:00:00 AM,10/25/2016 12:00:00 AM,up,up,up,5,4,137,MN17,Midtown-Midtown South
mn-05-122647,Link Active!,122647_122648,879 7 AVENUE,New York,NY,10019,Manhattan,40.7647181,-73.98047755,WEST 56 STREET,WEST 55 STREET,SE,10/16/2016 12:00:00 AM,11/18/2016 12:00:00 AM,up,up,up,5,4,137,MN17,Midtown-Midtown South
mn-05-122651,Link Active!,122651_122654,780 7 AVENUE,New York,NY,10019,Manhattan,40.76164,-73.982996,WEST 51 STREET,WEST 50 STREET,SW,10/16/2016 12:00:00 AM,11/11/2016 12:00:00 AM,up,up,up,5,4,131,MN17,Midtown-Midtown South
mn-05-122656,Link Active!,122656,200 WEST 52 STREET,New York,NY,10019,Manhattan,40.762366,-73.982552,7 AVENUE,BROADWAY,SE,10/15/2016 12:00:00 AM,11/10/2016 12:00:00 AM,up,up,up,5,4,131,MN17,Midtown-Midtown South
mn-05-122657,Link Active!,122657_139241,821 7 AVENUE,New York,NY,10019,Manhattan,40.763036,-73.981711,WEST 53 STREET,WEST 54 STREET,NE,04/01/2017 12:00:00 AM,06/29/2017 12:00:00 AM,up,up,up,5,4,131,MN17,Midtown-Midtown South
mn-05-122658,Link Active!,122658_122671,704 7 AVENUE,New York,NY,10036,Manhattan,40.75937884,-73.98463666,WEST 47 STREET,WEST 48 STREET,NWC,11/22/2017 12:00:00 AM,03/08/2018 12:00:00 AM,up,up,up,5,4,125,MN17,Midtown-Midtown South
mn-05-122680,Link Active!,122680,362 8 AVENUE,New York,NY,10001,Manhattan,40.748482,-73.996012,WEST 28 STREET,WEST 29 STREET,NE,09/22/2016 12:00:00 AM,12/14/2016 12:00:00 AM,up,up,up,5,3,95,MN17,Midtown-Midtown South
mn-05-122768,Link Active!,122768_122773,899 6 AVENUE,New York,NY,10001,Manhattan,40.74877222,-73.98867303,WEST 32 STREET,WEST 33 STREET,MIDBLK,10/22/2016 12:00:00 AM,11/11/2016 12:00:00 AM,up,up,up,5,3,101,MN17,Midtown-Midtown South
mn-05-122775,Link Active!,122775_122787,1313 BROADWAY,New York,NY,10001,Manhattan,40.75009207986224,-73.98779172883604,WEST 34 STREET,WEST 35 STREET,NE,04/30/2016 12:00:00 AM,07/18/2016 12:00:00 AM,up,up,up,5,3,109,MN17,Midtown-Midtown South
mn-05-122814,Link Active!,122814_144511,1100 6 AVENUE,New York,NY,10036,Manhattan,40.75495098,-73.98389868,WEST 42 STREET,WEST 43 STREET,NE,07/29/2017 12:00:00 AM,04/03/2018 12:00:00 AM,up,down,up,5,4,96,MN17,Midtown-Midtown South
mn-05-122853,Link Active!,122853_122855,1 WEST 56 STREET,New York,NY,10019,Manhattan,40.76246755,-73.97473228,5 AVENUE,6 AVENUE,NW,10/29/2016 12:00:00 AM,03/28/2017 12:00:00 AM,up,up,up,5,4,11201,MN17,Midtown-Midtown South
mn-05-122858,Link Active!,122858_122859,2 WEST 57 STREET,New York,NY,10019,Manhattan,40.76298745,-73.97425395,5 AVENUE,6 AVENUE,SW,06/10/2017 12:00:00 AM,07/12/2017 12:00:00 AM,up,up,up,5,4,11201,MN17,Midtown-Midtown South
mn-05-122860,Link Active!,122860_122862,2 WEST 54 STREET,New York,NY,10019,Manhattan,40.7611177503084,-73.97568364746076,5 AVENUE,6 AVENUE,SW,02/11/2017 12:00:00 AM,01/08/2018 12:00:00 AM,up,up,up,5,4,104,MN17,Midtown-Midtown South
mn-05-122871,Link Active!,122871_122873,2 WEST 53 STREET,New York,NY,10019,Manhattan,40.76047373,-73.97609914,5 AVENUE,6 AVENUE,SW,10/29/2016 12:00:00 AM,10/20/2017 12:00:00 AM,up,down,up,5,4,104,MN17,Midtown-Midtown South
mn-05-122878,Link Active!,122878_122879,2 WEST 49 STREET,New York,NY,10020,Manhattan,40.7579579121,-73.97792563,5 AVENUE,6 AVENUE,SW,04/02/2017 12:00:00 AM,10/20/2017 12:00:00 AM,up,down,up,5,4,96,MN17,Midtown-Midtown South
mn-05-123023,Link Active!,123023,1 WEST 17 STREET,New York,NY,10011,Manhattan,40.73803969,-73.9923767,5 AVENUE,6 AVENUE,NW,02/11/2017 12:00:00 AM,02/20/2018 12:00:00 AM,up,down,up,5,3,54,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
mn-05-123077,Link Active!,123077_123174,100 EAST 22 STREET,New York,NY,10010,Manhattan,40.739409,-73.986712,PARK AVENUE,LEXINGTON AVENUE,SE,03/11/2017 12:00:00 AM,08/07/2017 12:00:00 AM,up,down,up,5,2,68,MN21,Gramercy
bk-08-145903,Link Active!,145903,550 VANDERBILT AVENUE,New York,NY,11238,Brooklyn,40.68042562,-73.96799938,DEAN STREET,PACIFIC STREET,NW,07/31/2017 12:00:00 AM,01/08/2018 12:00:00 AM,up,up,up,8,35,163,BK64,Prospect Heights
bx-01-118956,Link Active!,118956,2882 3 AVENUE,New York,NY,10455,Bronx,40.81667907,-73.91648285,WESTCHESTER AVENUE,EAST 151 STREET,NE,10/22/2016 12:00:00 AM,12/22/2016 12:00:00 AM,up,down,up,1,17,71,BX34,Melrose South-Mott Haven North
bx-01-146053,Link Active!,146053,211 ST. ANN'S AVENUE,New York,NY,10454,Bronx,40.80628664226962,-73.91795518337295,EAST 137 STREET,EAST 138 STREET,NW,02/12/2018 12:00:00 AM,07/02/2018 12:00:00 AM,up,up,up,1,8,25,BX39,Mott Haven-Port Morris
mn-05-123137,Link Active!,123137,592 6 AVENUE,New York,NY,10011,Manhattan,40.73933558,-73.99526424,WEST 18 STREET,WEST 17 STREET,NE,02/04/2018 12:00:00 AM,04/04/2018 12:00:00 AM,up,up,up,5,3,54,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
mn-05-123155,Link Active!,123155_123156_123157,38 UNION SQUARE EAST,New York,NY,10003,Manhattan,40.736141,-73.989183,EAST 16 STREET,EAST 17 STREET,NE,11/18/2017 12:00:00 AM,02/09/2018 12:00:00 AM,up,up,up,5,2,50,MN21,Gramercy
mn-05-123158,Link Active!,123158_123159,18 UNION SQUARE EAST,New York,NY,10003,Manhattan,40.735187,-73.989871,EAST 15 STREET,EAST 14 STREET,NE,10/08/2016 12:00:00 AM,11/21/2016 12:00:00 AM,up,up,up,5,2,50,MN21,Gramercy
mn-05-123292,Link Active!,123292_123293,14 EAST 23 STREET,New York,NY,10010,Manhattan,40.74083617,-73.98813578,BROADWAY,MADISON AVENUE,MIDBLK,03/11/2017 12:00:00 AM,08/07/2017 12:00:00 AM,up,up,up,5,2,56,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
mn-05-123299,Link Active!,123299,50 LEXINGTON AVENUE,New York,NY,10010,Manhattan,40.7403098,-73.9842789,EAST 24 STREET,EAST 25 STREET,NW,02/04/2017 12:00:00 AM,04/14/2017 12:00:00 AM,up,up,up,5,2,68,MN21,Gramercy
mn-05-123642,Link Active!,123642_139249,766 6 AVENUE,New York,NY,10010,Manhattan,40.744668,-73.991375,WEST 26 STREET,WEST 25 STREET,SE,08/19/2017 12:00:00 AM,11/02/2017 12:00:00 AM,up,up,up,5,3,58,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
mn-05-123647,Link Active!,123647,1123 BROADWAY,New York,NY,10010,Manhattan,40.74320284,-73.98920582,WEST 25 STREET,WEST 26 STREET,SW,10/29/2016 12:00:00 AM,12/05/2016 12:00:00 AM,up,up,up,5,3,58,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
mn-05-123662,Link Active!,123662_139443,179 WEST 26 STREET,New York,NY,10001,Manhattan,40.74596848,-73.99403913,7 AVENUE,6 AVENUE,NE,11/23/2016 12:00:00 AM,01/18/2017 12:00:00 AM,up,up,up,5,3,95,MN17,Midtown-Midtown South
mn-05-123789,Link Active!,123789,25 EAST 29 STREET,New York,NY,10016,Manhattan,40.744614,-73.985069,MADISON AVENUE,PARK AVENUE,NE,01/29/2017 12:00:00 AM,06/21/2017 12:00:00 AM,up,up,up,5,2,74,MN17,Midtown-Midtown South
mn-05-133354,Link Active!,133354_133355_133367,1515 BROADWAY,New York,NY,10036,Manhattan,40.75766558,-73.98587842,WEST 45 STREET,WEST 44 STREET,NW,12/18/2016 12:00:00 AM,03/05/2018 12:00:00 AM,up,up,up,5,3,119,MN17,Midtown-Midtown South
mn-05-133359,Link Active!,133359_133360,201 WEST 48 STREET,New York,NY,10019,Manhattan,40.759971,-73.984342,7 AVENUE,BROADWAY,NW,10/22/2016 12:00:00 AM,11/10/2016 12:00:00 AM,up,up,up,5,4,125,MN17,Midtown-Midtown South
mn-05-133361,Link Active!,133361_133362,1600 BROADWAY,New York,NY,10019,Manhattan,40.76041294,-73.9845408,WEST 48 STREET,WEST 49 STREET,NE,05/14/2016 12:00:00 AM,07/18/2016 12:00:00 AM,up,up,up,5,4,125,MN17,Midtown-Midtown South
mn-05-133505,Link Active!,133505,206 WEST 52 STREET,New York,NY,10019,Manhattan,40.7625933,-73.9830769,BROADWAY,7 AVENUE,SW,10/01/2016 12:00:00 AM,10/28/2016 12:00:00 AM,up,up,up,5,4,131,MN17,Midtown-Midtown South
mn-05-133508,Link Active!,133508_133510,1626 BROADWAY,New York,NY,10019,Manhattan,40.76088277,-73.98427739,WEST 49 STREET,WEST 50 STREET,SW,05/26/2016 12:00:00 AM,07/18/2016 12:00:00 AM,up,down,up,5,4,125,MN17,Midtown-Midtown South
mn-05-133511,Link Active!,133511_133512,208 WEST 49 STREET,New York,NY,10019,Manhattan,40.7606321744599,-73.9842828917777,BROADWAY,7 AVENUE,NW,04/30/2016 12:00:00 AM,07/19/2016 12:00:00 AM,up,up,up,5,4,125,MN17,Midtown-Midtown South
mn-05-133536,Link Active!,133536_133537,200 WEST 45 STREET,New York,NY,10036,Manhattan,40.758022,-73.985832,7 AVENUE,8 AVENUE,SWC,11/14/2017 12:00:00 AM,05/16/2018 12:00:00 AM,up,up,up,5,3,119,MN17,Midtown-Midtown South
mn-05-133538,Link Active!,133538_133539,300 MADISON AVENUE,New York,NY,10017,Manhattan,40.75233526,-73.97973824,EAST 41 STREET,EAST 42 STREET,NW,02/11/2017 12:00:00 AM,05/04/2017 12:00:00 AM,up,up,up,5,4,82,MN20,Murray Hill-Kips Bay
mn-05-133550,Link Active!,133550_133551,126 EAST 41 STREET,New York,NY,10017,Manhattan,40.75083273,-73.97681673,LEXINGTON AVENUE,PARK AVENUE,SW,02/04/2017 12:00:00 AM,05/19/2017 12:00:00 AM,up,up,up,5,4,80,MN20,Murray Hill-Kips Bay
mn-05-133657,Link Active!,133657_133658,341 PARK AVENUE SOUTH,New York,NY,10010,Manhattan,40.74132322,-73.98538547,EAST 25 STREET,EAST 24 STREET,SE,04/07/2018 12:00:00 AM,06/07/2018 12:00:00 AM,up,up,up,5,2,68,MN21,Gramercy
mn-05-133660,Ready to Install,133660_134451,287 PARK AVENUE SOUTH,New York,NY,10010,Manhattan,40.7395835,-73.98665708,EAST 22 STREET,EAST 23 STREET,NE,,,Not Available,Not Available,Not Available,5,2,68,MN21,Gramercy
mn-05-133687,Link Active!,133687,322 7 AVENUE,New York,NY,10001,Manhattan,40.74741879,-73.99336333,WEST 28 STREET,WEST 29 STREET,NW,10/15/2017 12:00:00 AM,01/03/2018 12:00:00 AM,up,up,up,5,3,95,MN17,Midtown-Midtown South
mn-05-133688,Link Active!,133688_134479,800 6 AVENUE,New York,NY,10001,Manhattan,40.74549407,-73.99077541,WEST 27 STREET,WEST 28 STREET,NE,09/24/2017 12:00:00 AM,11/02/2017 12:00:00 AM,up,up,up,5,3,58,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
mn-05-133689,Link Active!,133689_135810,402 8 AVENUE,New York,NY,10001,Manhattan,40.749728,-73.99511,WEST 30 STREET,WEST 31 STREET,NE,05/26/2017 12:00:00 AM,06/30/2017 12:00:00 AM,up,up,up,5,3,101,MN17,Midtown-Midtown South
bk-01-140988,Link Installed; Connecting Power and Fiber,140988,182 BEDFORD AVENUE,New York,NY,11249,Brooklyn,40.71777024,-73.95786908,NORTH 7 STREET,NORTH 6 STREET,SWC,11/03/2017 12:00:00 AM,,Not Available,Not Available,Not Available,1,33,553,BK73,North Side-South Side
bk-01-146000,Link Active!,146000,101 NORTH 5 STREET,New York,NY,11249,Brooklyn,40.71765822800576,-73.96030115615162,BERRY STREET,WYTHE AVENUE,NW,11/22/2017 12:00:00 AM,02/01/2018 12:00:00 AM,up,up,up,1,33,555,BK73,North Side-South Side
bk-14-145907,Link Active!,145907,971 FLATBUSH AVENUE,New York,NY,11226,Brooklyn,40.64788737,-73.95805063,ALBEMARLE ROAD,SNYDER AVENUE,NE,08/10/2017 12:00:00 AM,09/15/2017 12:00:00 AM,up,up,up,14,40,794,BK95,Erasmus
bx-01-111740,Link Active!,111740,652A MELROSE AVENUE,New York,NY,10455,Bronx,40.81876868,-73.91644985,EAST 153 STREET,EAST 152 STREET,SE,03/19/2018 12:00:00 AM,04/20/2018 12:00:00 AM,up,up,up,1,17,67,BX34,Melrose South-Mott Haven North
mn-05-133695,Link Active!,133695_134396,233 5 AVENUE,New York,NY,10016,Manhattan,40.74417468,-73.98754894,EAST 27 STREET,EAST 28 STREET,NE,08/12/2017 12:00:00 AM,04/04/2018 12:00:00 AM,up,up,up,5,2,56,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
mn-05-134089,Link Pending Activation,134089_134541,278 PARK AVENUE SOUTH,New York,NY,10010,Manhattan,40.73946433,-73.98705217,EAST 22 STREET,EAST 21 STREET,SW,05/12/2018 12:00:00 AM,,Not Available,Not Available,Not Available,5,2,56,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
mn-05-134122,Link Active!,134122_134125_134171,488 MADISON AVENUE,New York,NY,10022,Manhattan,40.75864931,-73.97514297,EAST 51 STREET,EAST 52 STREET,NW,03/18/2017 12:00:00 AM,05/05/2017 12:00:00 AM,up,up,up,5,4,102,MN17,Midtown-Midtown South
mn-05-134155,Link Active!,134155_134247,1609 BROADWAY,New York,NY,10019,Manhattan,40.7607176,-73.98463363,WEST 49 STREET,WEST 48 STREET,NW,05/26/2016 12:00:00 AM,07/19/2016 12:00:00 AM,up,up,up,5,3,125,MN17,Midtown-Midtown South
mn-05-134168,Link Active!,134168_134169_134170,598 MADISON AVENUE,New York,NY,10022,Manhattan,40.76246695,-73.97235756,EAST 57 STREET,EAST 58 STREET,NW,04/30/2017 12:00:00 AM,06/07/2017 12:00:00 AM,up,up,up,5,4,11202,MN17,Midtown-Midtown South
mn-05-134185,Link Active!,134185_134186,1595 BROADWAY,New York,NY,10019,Manhattan,40.76026604,-73.9848567,WEST 48 STREET,WEST 49 STREET,NW,05/14/2016 12:00:00 AM,07/18/2016 12:00:00 AM,up,up,up,5,3,125,MN17,Midtown-Midtown South
mn-05-134211,Link Active!,134211_134239,736 7 AVENUE,New York,NY,10019,Manhattan,40.76023532,-73.98401196,WEST 49 STREET,WEST 48 STREET,SW,05/13/2017 12:00:00 AM,06/12/2017 12:00:00 AM,up,up,up,5,4,125,MN17,Midtown-Midtown South
mn-05-134222,Link Active!,134222_134235,50 EAST 56 STREET,New York,NY,10022,Manhattan,40.76151071410219,-73.9727446193591,MADISON AVENUE,PARK AVENUE,SE,04/02/2017 12:00:00 AM,06/14/2017 12:00:00 AM,up,up,up,5,4,102,MN17,Midtown-Midtown South
mn-05-134283,Link Active!,134283_134284,745 7 AVENUE,New York,NY,10019,Manhattan,40.76052662,-73.9835375,WEST 49 STREET,WEST 50 STREET,NE,04/15/2017 12:00:00 AM,05/31/2017 12:00:00 AM,up,up,up,5,4,125,MN17,Midtown-Midtown South
mn-05-134444,Link Active!,134444_134674,831 6 AVENUE,New York,NY,10001,Manhattan,40.74661929,-73.99024141,WEST 29 STREET,WEST 28 STREET,SW,10/15/2017 12:00:00 AM,02/07/2018 12:00:00 AM,up,up,up,5,3,95,MN17,Midtown-Midtown South
mn-05-134468,Link Active!,134468,69 5 AVENUE,New York,NY,10003,Manhattan,40.73611052,-73.99342438,EAST 14 STREET,EAST 15 STREET,NE,07/29/2017 12:00:00 AM,11/01/2017 12:00:00 AM,up,down,up,5,2,52,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
mn-05-134490,Link Active!,134490_137009,750 6 AVENUE,New York,NY,10010,Manhattan,40.743970695328365,-73.99188286628339,WEST 24 STREET,WEST 25 STREET,SE,10/28/2017 12:00:00 AM,04/05/2018 12:00:00 AM,up,up,up,5,3,58,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
mn-05-134620,Link Active!,134620_134635,1 IRVING PLACE,New York,NY,10003,Manhattan,40.73414765,-73.98873983,EAST 14 STREET,EAST 15 STREET,NW,06/11/2017 12:00:00 AM,07/19/2017 12:00:00 AM,up,down,up,5,2,50,MN21,Gramercy
mn-05-134626,Link Active!,134626,636 6 AVENUE,New York,NY,10011,Manhattan,40.74051298,-73.99439314,WEST 19 STREET,WEST 20 STREET,NE,11/14/2017 12:00:00 AM,04/25/2018 12:00:00 AM,up,down,up,5,3,54,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
mn-05-134631,Link Active!,134631_134634,407 PARK AVENUE SOUTH,New York,NY,10016,Manhattan,40.74339468,-73.9838785,EAST 28 STREET,EAST 29 STREET,NE,02/24/2018 12:00:00 AM,06/19/2018 12:00:00 AM,up,up,up,5,2,72,MN20,Murray Hill-Kips Bay
mn-05-134736,Link Active!,134736_134737,777 7 AVENUE,New York,NY,10019,Manhattan,40.76114197,-73.98309028,WEST 50 STREET,WEST 51 STREET,NE,02/11/2017 12:00:00 AM,04/14/2017 12:00:00 AM,up,up,up,5,4,131,MN17,Midtown-Midtown South
mn-05-135169,Link Active!,135169_135170,552 7 AVENUE,New York,NY,10018,Manhattan,40.75459325,-73.98813678,WEST 40 STREET,WEST 39 STREET,SW,08/19/2017 12:00:00 AM,02/15/2018 12:00:00 AM,up,up,up,5,3,113,MN17,Midtown-Midtown South
mn-05-135179,Link Installed; Connecting Power and Fiber,135179_135180,450 7 AVENUE,New York,NY,10001,Manhattan,40.75122432,-73.9905922,WEST 34 STREET,WEST 35 STREET,NWC,05/12/2018 12:00:00 AM,,Not Available,Not Available,Not Available,5,3,109,MN17,Midtown-Midtown South
mn-05-135518,Link Active!,135518_135539,461 7 AVENUE,New York,NY,10001,Manhattan,40.75152164,-73.99011216,WEST 35 STREET,WEST 34 STREET,SE,10/15/2017 12:00:00 AM,12/04/2017 12:00:00 AM,up,up,up,5,3,109,MN17,Midtown-Midtown South
mn-05-135635,Link Active!,135635_135636,439 PARK AVENUE SOUTH,New York,NY,10016,Manhattan,40.744406777518456,-73.98313230615156,EAST 30 STREET,EAST 29 STREET,SE,02/17/2018 12:00:00 AM,04/24/2018 12:00:00 AM,up,up,up,5,2,72,MN20,Murray Hill-Kips Bay
bk-06-108348,Link Active!,108348,311 SMITH STREET,New York,NY,11231,Brooklyn,40.68134564,-73.99404694,UNION STREET,PRESIDENT STREET,Midblock,12/08/2017 12:00:00 AM,02/12/2018 12:00:00 AM,up,up,up,6,39,75,BK33,Carroll Gardens-Columbia Street-Red Hook
bk-08-145993,Link Installed; Connecting Power and Fiber,145993,792 FRANKLIN AVENUE,New York,NY,11238,Brooklyn,40.671355,-73.957793,LINCOLN PLACE,EASTERN PARKWAY,NW,11/10/2017 12:00:00 AM,,Not Available,Not Available,Not Available,8,35,217,BK61,Crown Heights North
mn-05-135639,Link Pending Activation,135639_135666,462 PARK AVENUE SOUTH,New York,NY,10016,Manhattan,40.74533995,-73.98276825,EAST 32 STREET,EAST 31 STREET,NW,03/10/2018 12:00:00 AM,,Not Available,Not Available,Not Available,5,2,74,MN17,Midtown-Midtown South
mn-05-135652,Link Active!,135652_135653,119 5 AVENUE,New York,NY,10003,Manhattan,40.73916604,-73.99119855,EAST 19 STREET,EAST 20 STREET,NE,11/14/2017 12:00:00 AM,04/10/2018 12:00:00 AM,up,up,up,5,2,52,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
mn-05-135659,Link Installed; Connecting Power and Fiber,135659_135663,455 PARK AVENUE SOUTH,New York,NY,10016,Manhattan,40.74498361,-73.98272283,EAST 31 STREET,EAST 30 STREET,SE,04/14/2018 12:00:00 AM,,Not Available,Not Available,Not Available,5,2,72,MN20,Murray Hill-Kips Bay
mn-05-135892,Link Active!,135892_135893,300 MADISON AVENUE,New York,NY,10017,Manhattan,40.75254482,-73.9795852,EAST 42 STREET,EAST 41 STREET,MIDBLK,04/30/2017 12:00:00 AM,07/19/2017 12:00:00 AM,up,up,up,5,4,82,MN20,Murray Hill-Kips Bay
mn-05-136186,Link Active!,136186_136240,435 PARK AVENUE SOUTH,New York,NY,10016,Manhattan,40.74425922,-73.98324818,EAST 30 STREET,EAST 29 STREET,E MID,09/24/2017 12:00:00 AM,04/24/2018 12:00:00 AM,up,up,up,5,2,72,MN20,Murray Hill-Kips Bay
mn-05-136213,Link Active!,136213_136225,382 8 AVENUE,New York,NY,10001,Manhattan,40.749122,-73.995553,WEST 29 STREET,WEST 30 STREET,NE,03/18/2016 12:00:00 AM,04/07/2016 12:00:00 AM,up,up,up,5,3,95,MN17,Midtown-Midtown South
