,poverty_rate_nyc,poverty_rate_boro,poverty_rate,crime_count,crime_count_nyc,crime_count_boro,pop_2010,female_85_over,male_85_over,female_80_84,male_80_84,female_75_79,male_75_79,female_70_74,male_70_74,female_65_69,male_65_69,female_60_64,male_60_64,female_55_59,male_55_59,female_50_54,male_50_54,female_45_49,male_45_49,female_40_44,male_40_44,female_35_39,male_35_39,female_30_34,male_30_34,female_25_29,male_25_29,female_20_24,male_20_24,female_15_19,male_15_19,female_10_14,male_10_14,female_5_9,male_5_9,female_under_5,male_under_5
30,20.5,18.4,19.8,1326,99843,21046,122396,1.142390374,0.624951143,0.8827561979999999,0.5288048129999999,1.194317209,0.961463297,1.60973189,1.153755956,2.336707582,2.1152192530000002,2.9079027689999997,2.88438989,4.1541468130000005,3.413194704,4.102219978,3.845853187,3.842585802,3.557414198,3.6348784610000004,3.3651215389999996,3.167536945,3.557414198,3.7387321310000003,3.028609385,3.6348784610000004,3.605487363,3.998366307,3.461267869,2.7001954280000002,3.3651215389999996,3.11561011,3.07668255,2.855975934,2.7401703960000003,2.9079027689999997,2.7401703960000003
31,20.5,18.4,21.0,2967,99843,21046,225919,1.124923018,0.46432237200000004,1.017787493,0.557186847,1.33919407,0.789348033,1.874871697,1.067941456,2.356981562,1.625128303,2.6248203759999997,2.135882912,3.589040106,2.878798707,4.124717734,3.296688842,4.0175822089999995,3.250256605,3.696175632,3.064527656,3.428336818,2.878798707,3.696175632,3.4359855539999997,3.964014446,3.66814674,3.696175632,3.807443452,3.428336818,3.5752822660000003,3.106930241,3.482417791,2.9997947160000002,2.925230945,3.428336818,3.5288500289999996
32,20.5,14.4,9.5,1881,99843,26150,209084,1.910727234,1.089787039,1.255620754,0.771932486,1.528581788,1.362233799,2.456649301,1.907127319,3.384716815,2.406613045,3.6576778489999997,2.9060987710000004,3.712270055,2.815283185,3.603085642,3.405584498,3.712270055,3.723439051,3.930638882,3.7688468439999996,4.367376536,3.4509922910000004,4.967890809,4.222924777,5.350036256,4.313740364,2.402057095,1.362233799,1.419397374,1.4076415919999998,2.0199116480000003,1.589272766,1.8561350280000002,1.9525351119999999,3.111755782,2.951506565
33,20.5,14.4,8.8,2369,99843,26150,90016,0.907228562,0.44638571899999996,0.806425388,0.595180959,0.806425388,0.793574612,1.41124443,1.339157157,2.318472992,1.934338116,2.822488859,2.678314314,2.318472992,2.479920661,2.3688745780000002,2.92630638,2.520079339,3.07510162,3.528111074,3.8190778180000002,4.284134876,5.108636562,6.804214214,6.596588959,8.165057057,7.2909667439999994,4.082528529,2.975904794,2.217669818,2.0335349419999997,1.108834909,1.339157157,1.6128507769999998,1.5871492230000002,2.318472992,2.628715901
34,20.5,14.4,20.1,2008,99843,26150,190020,1.4330191419999998,0.537028194,0.921226592,0.48820744899999996,1.228302122,0.683490429,1.5865569080000002,1.513443092,2.149528714,1.562263837,2.968396795,2.929244695,3.4801893460000004,2.636320225,3.275472325,2.88042395,3.4801893460000004,3.417452144,3.12193456,3.270989909,3.7360856210000004,3.759197358,4.350236682,4.784433002,5.271463273999999,5.66320641,4.4014159369999994,4.589150022,2.661321264,2.68514097,1.9959909480000002,2.294575011,2.149528714,2.245754266,2.91721754,2.97806544
35,20.5,14.4,10.3,4989,99843,26150,51673,0.9172405020000001,0.36206928899999996,0.772413055,0.6724143929999999,1.206895398,1.034483682,1.496550293,1.13793205,2.220687532,2.120691548,2.703445691,2.53448502,2.94482477,3.568968702,2.317239164,3.41379615,2.462066611,3.982762175,2.896548955,5.5344876979999995,4.055168536,5.275866777,6.2758560679999995,7.189661589,7.627578914,6.827592299999999,4.489650879,3.620692886,1.689653557,0.87931113,1.30344703,0.6724143929999999,1.110343766,1.3448287859999999,1.7862051890000001,1.6034497069999998
36,20.5,14.4,11.0,1617,99843,26150,142745,1.528656089,0.817292514,1.310276647,0.8626976540000001,1.80163039,1.589179889,2.456768714,1.40755933,2.8389327360000003,1.9524210069999999,3.111907038,2.134041565,2.675148155,2.9967392189999997,3.0027173169999997,3.178359778,2.9481224569999998,2.90592894,3.111907038,2.9967392189999997,3.166501898,3.677816315,5.8416500529999995,5.721047601,9.226531393,6.9469863720000005,6.278408936,3.314575197,1.856225251,1.180533632,0.7097331840000001,0.908102794,0.873517765,1.044318213,1.910820111,1.7708004480000001
37,20.5,14.4,22.7,1990,99843,26150,120511,1.3334538790000001,0.5599421379999999,1.226777569,0.5599421379999999,1.600144655,0.746589517,1.866835431,0.886575052,2.080188051,1.1665461209999999,2.9869366889999998,2.193106708,2.8802603789999996,2.566401466,3.20028931,2.79971069,3.466980085,2.939696225,3.52031824,2.566401466,3.680332706,2.89303438,4.640419499,4.479537105,5.227139206,5.272788467,4.3203905680000005,4.106242346,3.41364193,3.592962053,2.773584068,3.639623898,2.453555137,2.566401466,2.6669077580000002,3.07968176
38,20.5,14.4,19.1,2452,99843,26150,163277,1.6523998290000002,0.8221625909999999,1.187662377,1.015612612,1.6523998290000002,1.015612612,2.220412271,1.547600171,2.220412271,1.789412697,3.459712142,2.563212783,2.6851497230000003,2.853387815,3.253162164,3.095200342,3.6146246260000003,3.4337378789999997,3.459712142,3.288650363,3.511349637,4.207537964,4.389187046,4.98133805,6.144861865,5.80350064,4.2342745619999995,3.917362932,3.3047996580000003,2.80502531,2.065499787,1.45087516,1.187662377,1.982862719,1.394212356,1.789412697
39,20.5,21.2,18.9,857,99843,29170,124491,1.59945728,0.62925985,1.393075696,0.8228782659999999,1.393075696,1.113305889,1.805838865,1.50054272,2.631365203,1.8393749469999998,2.837746787,2.7590624210000003,3.147319164,3.339917667,3.714868521,3.4851314789999996,3.6116777289999997,3.3883222710000003,3.560082333,3.533536082,3.86965471,3.5819406860000003,3.86965471,4.017582121,4.076036294,4.065986725,2.734555995,3.00108544,2.889342183,2.517039401,2.52817441,2.37182559,2.786151391,3.0494900439999997,3.147319164,3.339917667
40,20.5,15.6,20.7,1678,99843,3056,175756,1.234639347,0.33989685700000005,0.8745362040000001,0.6797937140000001,1.0803094290000002,0.825463796,1.4404125719999998,1.019690571,2.1606188580000003,1.89371106,2.829381838,2.573504774,3.292371593,3.0105150189999996,3.60103143,3.3504118760000003,3.7039180419999997,3.204741794,3.3952582060000003,3.253298488,3.343814899,3.204741794,3.4467015119999997,3.447525264,3.498144818,3.6417520389999996,3.8582479610000004,3.884535508,3.240928287,3.738865427,3.4467015119999997,3.253298488,3.5495881239999996,3.496081958,3.4467015119999997,3.690308733
41,20.5,14.4,7.1,1948,99843,26150,219920,1.738580044,1.010085774,1.62641359,1.1418360920000001,2.075079408,1.361419956,2.355495544,2.195838638,3.477160088,2.4154225019999997,3.813659452,2.239755411,2.804161362,2.722839912,3.196743952,2.766756685,3.02849427,2.898507003,3.925825906,3.1620076389999996,4.486658178,3.9525095489999997,6.225238223,4.43559405,7.29081954,4.347760504,2.411578771,1.668837365,1.177747772,1.054002546,1.62641359,1.668837365,2.243329089,1.976254775,2.6919949069999998,2.898507003
42,20.5,27.5,28.2,2331,99843,20421,91497,0.709651829,0.147931751,0.658962413,0.345174086,1.0644777429999999,0.6903481709999999,1.317924825,0.8875905059999999,1.723440156,0.936901089,1.67275074,1.676559844,2.23033432,1.972423346,3.041364981,2.6134609330000003,3.548259145,2.909324435,3.1427438139999997,2.958635019,3.801706227,3.353119688,3.700327394,3.7969149410000003,3.903085059,4.635194862,4.359289807,5.27623245,3.9537744760000004,4.487263112,3.903085059,4.142089026,3.852395643,4.19139961,4.0044638919999995,4.240710193
43,20.5,18.4,21.8,1128,99843,21046,143317,0.8680806190000001,0.293618605,0.5616992239999999,0.440427907,1.021271317,0.782982946,1.3787162780000002,1.027665117,1.9404155019999998,1.6638387609999998,2.6553054240000002,2.642567444,3.370195346,3.082995351,3.5233860439999996,3.3766139560000004,4.0340217019999995,3.768105429,3.778703873,3.082995351,3.421258912,3.621296127,3.625513175,3.865978298,4.1872124,4.0127876,4.0340217019999995,4.110660469,3.2170046489999997,3.523423259,3.063813951,3.034058917,2.9616868189999996,3.2787410880000003,3.421258912,3.3276775219999997
44,20.5,18.4,19.5,2258,99843,21046,191105,1.113111812,0.444636077,1.011919829,0.69165612,1.315495777,0.938676163,1.619071726,1.284504223,2.023839658,1.5809282740000001,2.378011598,2.223180385,2.782779529,2.371392411,2.934567504,3.013644522,3.288739444,3.260664565,3.3899314260000004,3.8041086589999997,4.250063281,4.5945727960000005,5.717347032999999,6.027289044,6.931650827,6.471925121,3.8958913410000005,3.853512668,2.12503164,2.173776377,1.973243666,2.173776377,1.7708596999999997,1.9761603419999998,2.12503164,2.470200428
45,20.5,18.4,27.0,1467,99843,21046,172598,0.76821953,0.36390395600000003,0.9602744120000001,0.571849073,1.3443841769999998,0.7278079120000001,1.3443841769999998,1.195684426,2.304658589,1.455615823,2.688768353,2.235410014,2.8808232360000003,2.755272808,2.8808232360000003,3.1711630439999996,3.072878118,3.898970955,4.03315253,4.210888632,3.937125089,4.4708200289999995,4.225207412,4.8867102639999995,3.649042765,4.990682823,3.21691928,4.210888632,2.544727192,2.755272808,2.40068603,2.8592453669999998,2.592740912,3.5350669989999997,3.1689055589999997,3.7430121169999997
46,20.5,18.4,14.7,619,99843,21046,113257,2.421479793,1.089260104,1.789789412,0.9945418340000001,1.895071142,1.326055778,2.3161980630000003,1.7522879930000002,2.6846841180000003,2.178520207,3.3690153639999996,2.9362663660000003,3.790142284,3.504575985,3.5269379589999996,3.4098577160000003,3.4742970939999998,3.4098577160000003,3.790142284,3.457216851,4.57975526,4.02552647,4.57975526,3.9308082000000004,3.6848605539999997,3.4098577160000003,1.7371485469999999,2.178520207,1.6845076819999998,1.5154923180000002,1.789789412,2.225879342,2.263557198,2.794188961,3.263733634,3.2204211760000003
