,poverty_rate_nyc,poverty_rate_boro,poverty_rate,crime_count,crime_count_nyc,crime_count_boro,pop_2010,female_85_over,male_85_over,female_80_84,male_80_84,female_75_79,male_75_79,female_70_74,male_70_74,female_65_69,male_65_69,female_60_64,male_60_64,female_55_59,male_55_59,female_50_54,male_50_54,female_45_49,male_45_49,female_40_44,male_40_44,female_35_39,male_35_39,female_30_34,male_30_34,female_25_29,male_25_29,female_20_24,male_20_24,female_15_19,male_15_19,female_10_14,male_10_14,female_5_9,male_5_9,female_under_5,male_under_5
47,20.5,18.4,22.3,1124,99843,21046,151107,1.420248086,0.710973285,0.999433838,0.853167943,1.052035619,0.9953626,1.7358587719999998,1.4219465709999999,2.630089049,2.085521637,3.3139122010000004,2.654300266,3.8925317919999998,3.270477113,3.682124668,3.41267177,3.524319325,2.8438931419999998,3.2087086389999997,3.602264646,3.682124668,2.701698485,3.3139122010000004,3.6970610839999996,4.155540697,3.365273551,3.8399300110000003,3.791857522,3.103505077,3.1282824560000004,2.419681925,2.654300266,2.998301515,2.8438931419999998,3.524319325,3.507468208
48,20.5,14.4,8.8,1109,99843,26150,60978,0.907228562,0.44638571899999996,0.806425388,0.595180959,0.806425388,0.793574612,1.41124443,1.339157157,2.318472992,1.934338116,2.822488859,2.678314314,2.318472992,2.479920661,2.3688745780000002,2.92630638,2.520079339,3.07510162,3.528111074,3.8190778180000002,4.284134876,5.108636562,6.804214214,6.596588959,8.165057057,7.2909667439999994,4.082528529,2.975904794,2.217669818,2.0335349419999997,1.108834909,1.339157157,1.6128507769999998,1.5871492230000002,2.318472992,2.628715901
49,20.5,21.2,24.7,2880,99843,29170,152985,0.690262609,0.328320134,0.743359732,0.37522301,1.008845351,0.46902876299999996,1.380525217,0.8911546490000001,1.7522050830000002,1.360183411,2.389370568,1.641600669,3.132730301,2.063726555,3.026536053,2.720366823,3.026536053,2.720366823,3.185827425,2.720366823,3.663701538,3.2362984619999997,4.725644013,4.0805502339999995,5.522100869,4.784093378000001,4.831838261000001,3.9867444819999998,3.026536053,3.4239099669999997,3.3982159189999996,3.3770070910000003,3.3982159189999996,4.0336473580000005,4.194672776,4.64338475
50,20.5,27.5,22.8,2244,99843,20421,152344,0.9783330309999999,0.410833485,1.087036701,0.54777798,1.3587958759999998,0.867315134,1.739258721,1.186852289,2.228425236,1.7346302690000002,2.826295422,2.145463753,3.478517442,2.7845380630000003,4.130739463,3.514908702,3.913332123,3.149723383,3.913332123,3.058427053,3.424165607,2.419352743,3.532869277,2.967130723,4.402498638,2.8758343930000003,4.239443133,4.108334847,3.424165607,3.8800940219999998,3.2067582669999997,3.149723383,3.152406432,3.241019712,3.315461937,3.560556867
51,20.5,21.2,9.0,1135,99843,29170,104709,0.884642395,0.28777327199999997,0.728529031,0.431659909,0.728529031,0.719433181,1.196869123,1.007206453,1.76928479,1.6786774219999998,2.758002761,2.1103373309999998,2.653927185,2.637921663,2.653927185,2.589959451,3.434494004,3.549203693,4.215060823,4.364561298,5.411929946,5.371767751,6.973063584,6.426936416,5.932307825,4.89214563,2.653927185,2.014412907,1.76928479,1.726639634,1.925398154,1.9184884819999999,2.705964973,2.541997239,3.590607368,3.741052541
52,20.5,21.2,24.2,934,99843,29170,104278,2.409964941,1.221157877,2.409964941,1.266385947,2.683824593,1.809122781,2.683824593,1.89957892,3.395859689,2.442315754,4.217438647,3.211192936,3.888807064,3.030280658,3.779263203,2.9398245189999996,3.395859689,2.668456102,3.067228107,2.668456102,3.067228107,2.668456102,3.012456176,2.442315754,3.012456176,3.7087017010000003,3.067228107,3.165964867,2.519508802,2.532771893,2.35519301,2.442315754,2.683824593,2.487543824,3.122000037,2.5779999630000003
53,20.5,21.2,28.2,996,99843,29170,191382,1.384439929,0.707780035,0.939441381,0.6066686020000001,0.939441381,0.657224319,1.038329947,0.8594471859999999,1.8788827609999998,1.567227221,2.47221416,2.52778584,2.422769876,2.275007256,1.9777713280000002,2.4266744069999997,2.224992744,2.22445154,2.47221416,2.679452991,2.867768425,3.033343008,3.2138784069999997,3.48834446,3.8072098060000004,3.7916787610000005,3.3127669739999996,3.892790194,3.510544107,3.892790194,4.400541204,4.6511259460000005,4.845539753,4.954460247,5.686092567,6.319464601
54,20.5,18.4,12.7,1740,99843,21046,188593,1.610338181,0.6948309090000001,1.073558787,0.6485088489999999,1.4493043630000002,1.111729455,1.878727878,1.621272122,2.683896969,1.9918486069999999,3.43538812,2.779323638,3.9184895739999996,3.520476608,4.3479130889999995,3.70576485,3.9721675139999997,3.0572560010000003,3.43538812,2.96461188,3.1669984230000003,2.825645698,3.3280322410000003,3.335188365,3.7037778169999998,3.288866305,4.1868792710000005,3.520476608,2.952286665,3.335188365,2.791252847,2.733001577,2.683896969,2.594035395,3.059642544,2.547713335
55,20.5,18.4,17.8,1384,99843,21046,114978,1.365908995,0.569580464,1.15576915,0.806905657,1.6285838019999999,1.234091005,1.733653725,1.186625966,2.2064683769999998,1.946066584,3.204632643,2.610577125,3.152097682,2.895367357,3.729982257,3.275087666,3.624912334,2.895367357,3.204632643,2.610577125,3.204632643,2.847902318,3.835052179,2.80043728,3.152097682,3.085227512,3.677447295,3.227622628,2.889422875,3.227622628,3.2571676039999997,3.749738053,3.624912334,3.797203091,3.9401221019999997,4.651573787
56,20.5,15.6,14.2,860,99843,3056,132003,1.8192879830000002,0.8163458370000001,1.3514710730000001,0.768325494,1.40345073,1.104467897,1.923247296,1.6326916740000001,2.8069014589999997,2.256956137,3.4306573389999997,3.457464721,3.846494592,3.601525751,4.262331845,3.553505408,3.7425352789999997,3.889647811,4.002433562,3.1213223180000003,2.910860772,2.833200258,3.0667997419999997,2.8812206010000003,3.170759056,3.3134036910000004,3.274718369,2.9772612880000002,2.910860772,2.9772612880000002,2.910860772,3.1693426610000004,2.495023519,2.9772612880000002,2.7029421460000003,2.641118884
57,20.5,15.6,11.0,518,99843,3056,160209,1.0803356720000001,0.43699899799999997,1.0803356720000001,0.679776218,1.3375584520000001,1.213886104,2.2121159009999998,1.74799599,2.778006015,2.573438541,3.395340685,2.961882094,4.115564466,3.301770204,3.961230799,4.030101866,3.909786243,3.49599198,4.115564466,3.49599198,2.8808951260000004,3.204659315,3.08667335,2.8647712060000003,3.0352287939999996,3.107548427,3.08667335,3.350325648,3.138117906,3.107548427,3.1895624610000004,3.301770204,2.675116903,3.204659315,2.417894124,2.573438541
58,20.5,14.4,10.3,2475,99843,26150,103245,0.9172405020000001,0.36206928899999996,0.772413055,0.6724143929999999,1.206895398,1.034483682,1.496550293,1.13793205,2.220687532,2.120691548,2.703445691,2.53448502,2.94482477,3.568968702,2.317239164,3.41379615,2.462066611,3.982762175,2.896548955,5.5344876979999995,4.055168536,5.275866777,6.2758560679999995,7.189661589,7.627578914,6.827592299999999,4.489650879,3.620692886,1.689653557,0.87931113,1.30344703,0.6724143929999999,1.110343766,1.3448287859999999,1.7862051890000001,1.6034497069999998
