,type,id,lat,lon,tags_addr:city,tags_shop,tags_name,geometry,index_right,ZIPCODE,BLDGZIP,PO_NAME,POPULATION,AREA,STATE,COUNTY,ST_FIPS,CTY_FIPS,URL,SHAPE_AREA,SHAPE_LEN
141,node,5567703625,40.6994841,-73.9100232,,shoes,Fabco Shoes,POINT (-73.9100232 40.6994841),99,11385,0,Ridgewood,98436.0,124786310.907857,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
147,node,5619980893,40.7008476,-73.8955386,,shoes,Marco Polo Shoes,POINT (-73.89553859999999 40.7008476),99,11385,0,Ridgewood,98436.0,124786310.907857,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
148,node,5619982561,40.7008392,-73.8956838,,shoes,Sneaker Stadium,POINT (-73.8956838 40.7008392),99,11385,0,Ridgewood,98436.0,124786310.907857,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
153,node,5706178954,40.7029706,-73.9013871,,shoes,Ridgeboot Shoes - European Shoes for Kids,POINT (-73.90138709999999 40.7029706),99,11385,0,Ridgewood,98436.0,124786310.907857,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
107,node,5397482650,40.6926948,-73.8547372,,shoes,Payless,POINT (-73.8547372 40.6926948),180,11421,0,Woodhaven,39014.0,24314441.7639082,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
108,node,5403590645,40.7596482,-73.9182654,,shoes,Moe's,POINT (-73.9182654 40.7596482),71,11103,0,Astoria,38234.0,20222394.6255259,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
115,node,5526582996,40.7616679,-73.9169999,,shoes,Fabco,POINT (-73.91699989999999 40.7616679),71,11103,0,Astoria,38234.0,20222394.6255259,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
187,way,280577117,40.7593243,-73.918375,,shoes,Payless ShoeSource,POINT (-73.918375 40.7593243),71,11103,0,Astoria,38234.0,20222394.6255259,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
110,node,5425886613,40.7606345,-73.8268161,,shoes,Dong Yang Shoes Factory,POINT (-73.8268161 40.7606345),63,11354,0,Flushing,58525.0,61985147.4508045,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
112,node,5452825304,40.7591909,-73.8296315,Flushing,shoes,Foot Locker,POINT (-73.8296315 40.7591909),63,11354,0,Flushing,58525.0,61985147.4508045,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
113,node,5501873621,40.6836097,-73.8729876,,shoes,Lace Up,POINT (-73.8729876 40.6836097),111,11208,0,Brooklyn,94410.0,79303684.263991,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
134,node,5546399016,40.8288956,-73.8761351,,shoes,Footlocker,POINT (-73.8761351 40.8288956),35,10472,0,Bronx,66356.0,30963245.1883283,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0
135,node,5552546694,40.8334483,-73.8601852,,shoes,Mister Sports,POINT (-73.8601852 40.8334483),23,10462,0,Bronx,75674.0,53022513.776471,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0
166,node,5879940311,40.8367631,-73.8610922,Bronx,shoes,Footaction,POINT (-73.8610922 40.8367631),23,10462,0,Bronx,75674.0,53022513.776471,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0
139,node,5565403605,40.8242429,-73.8916747,,shoes,Fabco,POINT (-73.8916747 40.8242429),38,10459,0,Bronx,46804.0,22551940.5372444,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0
140,node,5565403965,40.8242064,-73.8921116,,shoes,Payless,POINT (-73.89211160000001 40.8242064),38,10459,0,Bronx,46804.0,22551940.5372444,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0
143,node,5591304778,40.6176296,-73.991494,,shoes,Fabco Shoes,POINT (-73.991494 40.6176296),9,11204,0,Brooklyn,77354.0,43555184.613285,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
144,node,5591304780,40.6175106,-73.9916063,,shoes,Payless,POINT (-73.9916063 40.6175106),9,11204,0,Brooklyn,77354.0,43555184.613285,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
145,node,5595533640,40.7117535,-73.9443023,,shoes,Hush Life Boutique,POINT (-73.9443023 40.7117535),200,11211,0,Brooklyn,60861.0,40470881.6712834,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
151,node,5693960584,40.6850103,-73.9138864,,shoes,Moe Sports,POINT (-73.9138864 40.6850103),112,11207,0,Brooklyn,93556.0,73966260.541061,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
155,node,5742310957,40.6817933,-73.9803525,,shoes,Slope Runners,POINT (-73.9803525 40.6817933),116,11217,0,Brooklyn,36615.0,21648157.7960373,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
157,node,5747115821,40.6357221,-73.9911836,,shoes,Shoe Palace,POINT (-73.9911836 40.6357221),6,11219,0,Brooklyn,92561.0,42002738.4672304,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
158,node,5747290736,40.6419478,-74.0138026,,shoes,Pink & Blue,POINT (-74.01380260000001 40.6419478),129,11220,0,Brooklyn,97257.0,47453785.7906374,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
163,node,5859233816,40.7591183,-73.9801604,,shoes,Allen Edmonds,POINT (-73.9801604 40.7591183),209,10112,1,New York,0.0,164078.16778045,NY,New York,36,061,http://www.usps.com/,0.0,0.0
165,node,5859262364,40.753941,-73.978666,,shoes,Alden Shoes,POINT (-73.978666 40.753941),226,10173,1,New York,0.0,25689.4205866,NY,New York,36,061,http://www.usps.com/,0.0,0.0
182,way,249714301,40.5987645,-73.9547148,,shoes,Payless Shoe Source,POINT (-73.9547148 40.5987645),141,11229,0,Brooklyn,79608.0,60119326.1442695,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
