,type,id,lat,lon,tags_addr:city,tags_shop,tags_name,geometry,index_right,ZIPCODE,BLDGZIP,PO_NAME,POPULATION,AREA,STATE,COUNTY,ST_FIPS,CTY_FIPS,URL,SHAPE_AREA,SHAPE_LEN
19,node,1241281004,40.7235022,-73.998176,New York City,clothes,Uniqlo,POINT (-73.998176 40.7235022),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
21,node,1297627766,40.7236731,-73.9946151,,clothes,Second Time Around,POINT (-73.9946151 40.7236731),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
22,node,1297629339,40.7276373,-73.9935441,,clothes,Screaming Mimi's,POINT (-73.99354409999999 40.7276373),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
23,node,1297646235,40.7264713,-73.9958858,,clothes,Nom de Guerre,POINT (-73.9958858 40.7264713),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
27,node,1297677920,40.7265442,-73.9958164,,clothes,Atrium,POINT (-73.9958164 40.7265442),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
59,node,1608795907,40.725998,-73.99596,New York City,clothes,Urban Outfitters,POINT (-73.99596 40.725998),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
64,node,1899033649,40.7213106,-73.9966185,,clothes,Paul Frank Store,POINT (-73.9966185 40.7213106),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
65,node,1979669266,40.7245553,-73.9959859,,clothes,Benetton,POINT (-73.99598589999999 40.7245553),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
121,node,2547036407,40.7265924,-73.9956041,,clothes,KITH NYC,POINT (-73.99560409999999 40.7265924),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
124,node,2547223573,40.7252534,-74.0003358,,clothes,Barbour,POINT (-74.0003358 40.7252534),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
125,node,2547223609,40.7239419,-74.0008746,,clothes,Mulberry,POINT (-74.0008746 40.7239419),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
126,node,2547223663,40.7237412,-74.0024413,,clothes,RRL,POINT (-74.0024413 40.7237412),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
127,node,2547224088,40.7233418,-74.0027829,,clothes,Badichi,POINT (-74.0027829 40.7233418),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
128,node,2547241541,40.7221932,-73.9992705,,clothes,The north face,POINT (-73.99927049999999 40.7221932),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
129,node,2547241668,40.7224579,-73.9990986,,clothes,Allsaints Spitalfields,POINT (-73.9990986 40.7224579),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
130,node,2547241734,40.7226575,-73.9977783,,clothes,aerie,POINT (-73.99777829999999 40.7226575),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
131,node,2547241745,40.7227912,-73.9980837,,clothes,MUJI at MoMA,POINT (-73.9980837 40.7227912),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
154,node,2572411283,40.7232113,-73.9994594,,clothes,Ben Sherman,POINT (-73.99945940000001 40.7232113),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
260,node,2991899684,40.7203613,-73.9958453,New York,clothes,Marmalade Vintage,POINT (-73.9958453 40.7203613),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
284,node,3594715132,40.7252052,-73.9968064,,clothes,Hollister,POINT (-73.9968064 40.7252052),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
299,node,3938479921,40.7256079,-73.9964129,,clothes,Adidas,POINT (-73.9964129 40.7256079),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
301,node,4006308108,40.7238405,-73.9965689,,clothes,G-Star RAW,POINT (-73.9965689 40.7238405),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
318,node,4220662589,40.7247907,-73.9975378,,clothes,Under Armour store,POINT (-73.9975378 40.7247907),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
325,node,4255252874,40.7226719,-73.9993039,,clothes,H&M,POINT (-73.9993039 40.7226719),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
326,node,4255253131,40.7244848,-73.9973753,,clothes,Forever 21,POINT (-73.9973753 40.7244848),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
327,node,4255253132,40.7244716,-73.99785,,clothes,Prada,POINT (-73.99785 40.7244716),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
328,node,4255253133,40.7238497,-73.99792,,clothes,H&M,POINT (-73.99791999999999 40.7238497),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
344,node,4382629937,40.7226794,-73.9992847,,clothes,H&M,POINT (-73.9992847 40.7226794),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
345,node,4382630249,40.7241982,-73.998047,,clothes,Pink,POINT (-73.998047 40.7241982),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
346,node,4382630250,40.7239185,-73.9978216,,clothes,Converse,POINT (-73.99782159999999 40.7239185),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
348,node,4396719791,40.7243138,-74.0024067,,clothes,Bonpoint,POINT (-74.00240669999999 40.7243138),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
358,node,4455191589,40.7258163,-73.9998513,,clothes,,POINT (-73.9998513 40.7258163),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
359,node,4455539694,40.7250409,-73.9973221,,clothes,Victoria's Secret,POINT (-73.99732210000001 40.7250409),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
365,node,4471322292,40.7247023,-74.0009858,,clothes,Canada Goose Flagship Store,POINT (-74.0009858 40.7247023),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
386,node,4565955297,40.726617,-73.9956681,,clothes,KITH,POINT (-73.9956681 40.726617),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
387,node,4565980289,40.7240439,-73.9964068,,clothes,Supreme,POINT (-73.9964068 40.7240439),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
391,node,4589608995,40.7235312,-74.0004583,,clothes,Saint Laurent Paris,POINT (-74.00045830000001 40.7235312),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
392,node,4589608996,40.7233032,-74.0009234,,clothes,Burton,POINT (-74.0009234 40.7233032),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
395,node,4616285490,40.7235622,-73.9996539,,clothes,Solstice,POINT (-73.9996539 40.7235622),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
396,node,4616286889,40.7232634,-74.0006697,,clothes,Patagonia,POINT (-74.0006697 40.7232634),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
397,node,4616286989,40.723473,-74.0007858,,clothes,Versus Versace,POINT (-74.0007858 40.723473),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
398,node,4616287089,40.7238465,-74.0007851,,clothes,Longchamp,POINT (-74.0007851 40.7238465),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
399,node,4616287090,40.7241052,-74.0007373,,clothes,Diesel,POINT (-74.0007373 40.7241052),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
400,node,4616287091,40.7241862,-74.0008978,,clothes,Chanel,POINT (-74.0008978 40.7241862),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
402,node,4649136092,40.7234319,-73.9993293,,clothes,Free People,POINT (-73.9993293 40.7234319),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
405,node,4696823190,40.7262541,-74.0006404,,clothes,Billionaire Boys Club Ice Cream,POINT (-74.00064039999999 40.7262541),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
406,node,4696823290,40.7241702,-74.0001771,,clothes,BAPE store,POINT (-74.0001771 40.7241702),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
409,node,4708892891,40.7237297,-74.0000202,,clothes,Adidas original store,POINT (-74.00002019999999 40.7237297),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
413,node,4760746021,40.7245758,-73.9977519,,clothes,& Other Stories,POINT (-73.9977519 40.7245758),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
429,node,4811840421,40.7225414,-73.993955,,clothes,samuji nolita,POINT (-73.993955 40.7225414),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
430,node,4811940238,40.7245413,-73.9977384,,clothes,& Other Stories,POINT (-73.9977384 40.7245413),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
432,node,4813825721,40.7231542,-73.9955775,,clothes,brandy melville,POINT (-73.9955775 40.7231542),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
433,node,4813825921,40.7221841,-73.9997237,,clothes,brandy melville broadway,POINT (-73.9997237 40.7221841),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
436,node,4826193922,40.7247731,-74.0021428,,clothes,Arc'teryx Soho,POINT (-74.0021428 40.7247731),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
437,node,4828045222,40.7239853,-73.9935068,,clothes,Toms,POINT (-73.99350680000001 40.7239853),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
450,node,4850203121,40.7241415,-73.9975369,,clothes,,POINT (-73.9975369 40.7241415),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
480,node,5108275821,40.7236996,-73.9962548,,clothes,Scotch & Soda,POINT (-73.9962548 40.7236996),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
487,node,5164002624,40.7250817,-74.0016921,,clothes,DKNY,POINT (-74.0016921 40.7250817),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
561,node,5465519764,40.7219563,-73.996043,,clothes,Nu New York,POINT (-73.996043 40.7219563),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
577,node,5529518121,40.7237318,-73.9936314,,clothes,L’Appartment Sézane,POINT (-73.9936314 40.7237318),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
655,node,5642396073,40.7259135,-74.0009624,,clothes,Happy Socks,POINT (-74.00096240000001 40.7259135),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
656,node,5642403104,40.7256432,-74.0012067,,clothes,La Perla,POINT (-74.0012067 40.7256432),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
657,node,5642405234,40.7249867,-74.0017924,,clothes,PINKO,POINT (-74.0017924 40.7249867),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
658,node,5642418027,40.7264515,-74.0005568,,clothes,Séraphine,POINT (-74.0005568 40.7264515),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
674,node,5712394041,40.7228499,-73.9987477,,clothes,Aritzia,POINT (-73.9987477 40.7228499),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
689,node,5758846121,40.7236599,-73.9985283,,clothes,Karl LAGERFELD STORE,POINT (-73.9985283 40.7236599),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
710,node,5781309872,40.7255046,-74.0001212,,clothes,lululemon athletica,POINT (-74.0001212 40.7255046),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
711,node,5781319429,40.7254103,-73.9999426,,clothes,lululemon athletica,POINT (-73.9999426 40.7254103),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
713,node,5788273496,40.7271105,-73.9956094,,clothes,Hat Club,POINT (-73.99560940000001 40.7271105),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
714,node,5796438082,40.7259694,-74.00157,,clothes,The Hat Shop,POINT (-74.00157 40.7259694),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
735,node,5849856422,40.7262076,-73.9995712,,clothes,260 Sample Sale,POINT (-73.99957120000001 40.7262076),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
736,node,5849859840,40.7258564,-73.9984596,,clothes,260 Sample Sale ,POINT (-73.9984596 40.7258564),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
771,node,5919768637,40.7243433,-73.9989894,,clothes,A.P.C.,POINT (-73.9989894 40.7243433),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
773,node,5919781332,40.7258619,-73.9928614,,clothes,A.P.C.,POINT (-73.9928614 40.7258619),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
775,node,5919906699,40.726961,-73.99268,,clothes,C.C. Filson,POINT (-73.99267999999999 40.726961),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
778,node,5923163785,40.7227825,-74.0016565,,clothes,Moussy,POINT (-74.0016565 40.7227825),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
780,node,5929781531,40.7239761,-74.0004723,,clothes,COS,POINT (-74.0004723 40.7239761),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
822,way,247866902,40.7227365,-73.9948058,New York,clothes,Everlane,POINT (-73.99480579999999 40.7227365),95,10012,0,New York,24276.0,9193738.99955164,NY,New York,36,061,http://www.usps.com/,0.0,0.0
13,node,999526099,40.7688194,-73.982397,,clothes,Pink,POINT (-73.98239700000001 40.7688194),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
18,node,1221726034,40.7624997,-73.9745885,,clothes,Abercrombie & Fitch,POINT (-73.9745885 40.7624997),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
33,node,1383919199,40.7671848,-73.9823,,clothes,TJ Maxx,POINT (-73.9823 40.7671848),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
34,node,1383950274,40.7663468,-73.9824049,,clothes,Gap,POINT (-73.98240490000001 40.7663468),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
52,node,1428427568,40.7610186,-73.9756542,,clothes,Gap,POINT (-73.97565419999999 40.7610186),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
57,node,1428427573,40.75944,-73.9768001,New York,clothes,Victoria’s Secret,POINT (-73.97680010000001 40.75944),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
112,node,2501565260,40.7603559,-73.9762428,New York,clothes,Uniqlo,POINT (-73.97624279999999 40.7603559),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
241,node,2893229241,40.762835,-73.9743526,,clothes,Piaget,POINT (-73.9743526 40.762835),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
242,node,2893229242,40.7626298,-73.974484,,clothes,Prada,POINT (-73.974484 40.7626298),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
244,node,2893229244,40.7629,-73.9743016,,clothes,Bulgari,POINT (-73.9743016 40.7629),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
245,node,2893229245,40.762766,-73.9744036,,clothes,Mikimoto,POINT (-73.9744036 40.762766),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
267,node,3248816726,40.7684646,-73.9828402,,clothes,H&M,POINT (-73.9828402 40.7684646),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
268,node,3248816727,40.7681308,-73.9827575,,clothes,J. Crew,POINT (-73.98275750000001 40.7681308),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
330,node,4283625389,40.762113,-73.9749459,,clothes,Henri Bendel,POINT (-73.97494589999999 40.762113),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
331,node,4283635689,40.7601985,-73.9763277,,clothes,Hollister,POINT (-73.9763277 40.7601985),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
338,node,4353153856,40.761975,-73.9771432,,clothes,Manolo Blahnik,POINT (-73.9771432 40.761975),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
361,node,4462060089,40.7600564,-73.9834861,,clothes,Superdry,POINT (-73.98348609999999 40.7600564),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
435,node,4825110721,40.7607362,-73.9832448,,clothes,Yankees,POINT (-73.98324479999999 40.7607362),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
467,node,5011118921,40.7620414,-73.9832079,,clothes,,POINT (-73.9832079 40.7620414),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
793,node,5979734085,40.7600172,-73.9764128,,clothes,Zara,POINT (-73.97641280000001 40.7600172),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
14,node,999526135,40.7743637,-73.9818822,New York,clothes,Banana Republic,POINT (-73.9818822 40.7743637),60,10023,0,New York,62800.0,15212712.6781593,NY,New York,36,061,http://www.usps.com/,0.0,0.0
61,node,1669534157,40.7743961,-73.9825581,New York,clothes,Zara,POINT (-73.98255810000001 40.7743961),60,10023,0,New York,62800.0,15212712.6781593,NY,New York,36,061,http://www.usps.com/,0.0,0.0
114,node,2523439964,40.7748263,-73.9819035,New York,clothes,GAP,POINT (-73.9819035 40.7748263),60,10023,0,New York,62800.0,15212712.6781593,NY,New York,36,061,http://www.usps.com/,0.0,0.0
136,node,2550112963,40.7772818,-73.9791591,New York,clothes,Olive & Bettes,POINT (-73.9791591 40.7772818),60,10023,0,New York,62800.0,15212712.6781593,NY,New York,36,061,http://www.usps.com/,0.0,0.0
137,node,2550112964,40.7768526,-73.978968,New York,clothes,Paige Denim,POINT (-73.97896799999999 40.7768526),60,10023,0,New York,62800.0,15212712.6781593,NY,New York,36,061,http://www.usps.com/,0.0,0.0
138,node,2550112966,40.7750847,-73.9807486,New York,clothes,Rag & Bone,POINT (-73.9807486 40.7750847),60,10023,0,New York,62800.0,15212712.6781593,NY,New York,36,061,http://www.usps.com/,0.0,0.0
139,node,2550112968,40.7754914,-73.979928,,clothes,Theory,POINT (-73.979928 40.7754914),60,10023,0,New York,62800.0,15212712.6781593,NY,New York,36,061,http://www.usps.com/,0.0,0.0
171,node,2710082445,40.7692513,-73.9826487,New York,clothes,American Apparel,POINT (-73.9826487 40.7692513),60,10023,0,New York,62800.0,15212712.6781593,NY,New York,36,061,http://www.usps.com/,0.0,0.0
188,node,2744875779,40.7722154,-73.9818926,,clothes,lululemon athletica,POINT (-73.98189259999999 40.7722154),60,10023,0,New York,62800.0,15212712.6781593,NY,New York,36,061,http://www.usps.com/,0.0,0.0
189,node,2744875794,40.7727209,-73.9819082,,clothes,Brooks Brothers,POINT (-73.98190820000001 40.7727209),60,10023,0,New York,62800.0,15212712.6781593,NY,New York,36,061,http://www.usps.com/,0.0,0.0
190,node,2744965206,40.77456,-73.981102,,clothes,Burberry Brit,POINT (-73.98110200000001 40.77456),60,10023,0,New York,62800.0,15212712.6781593,NY,New York,36,061,http://www.usps.com/,0.0,0.0
263,node,3248774674,40.7812598,-73.9815522,New York,clothes,lululemon athletica,POINT (-73.9815522 40.7812598),60,10023,0,New York,62800.0,15212712.6781593,NY,New York,36,061,http://www.usps.com/,0.0,0.0
264,node,3248774680,40.7797817,-73.9819746,,clothes,The North Face,POINT (-73.9819746 40.7797817),60,10023,0,New York,62800.0,15212712.6781593,NY,New York,36,061,http://www.usps.com/,0.0,0.0
265,node,3248774690,40.7760753,-73.9800106,,clothes,Athleta,POINT (-73.9800106 40.7760753),60,10023,0,New York,62800.0,15212712.6781593,NY,New York,36,061,http://www.usps.com/,0.0,0.0
266,node,3248774702,40.7757714,-73.9797459,New York,clothes,Club Monaco,POINT (-73.9797459 40.7757714),60,10023,0,New York,62800.0,15212712.6781593,NY,New York,36,061,http://www.usps.com/,0.0,0.0
544,node,5401978055,40.7780849,-73.9808553,,clothes,Le Petit Kids,POINT (-73.9808553 40.7780849),60,10023,0,New York,62800.0,15212712.6781593,NY,New York,36,061,http://www.usps.com/,0.0,0.0
737,node,5857725252,40.7767658,-73.9827194,,clothes,Capezio,POINT (-73.98271939999999 40.7767658),60,10023,0,New York,62800.0,15212712.6781593,NY,New York,36,061,http://www.usps.com/,0.0,0.0
834,way,269247285,40.7771133,-73.9793182,New York,clothes,Vince,POINT (-73.97931819999999 40.7771133),60,10023,0,New York,62800.0,15212712.6781593,NY,New York,36,061,http://www.usps.com/,0.0,0.0
16,node,1095171630,40.676586,-73.980541,,clothes,Brooklyn Industries,POINT (-73.980541 40.676586),116,11217,0,Brooklyn,36615.0,21648157.7960373,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
17,node,1095174326,40.6768935,-73.9799625,Brooklyn,clothes,Something Else On Fifth,POINT (-73.9799625 40.6768935),116,11217,0,Brooklyn,36615.0,21648157.7960373,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
133,node,2550059710,40.6809947,-73.9775234,,clothes,Eleven Consignment Boutique,POINT (-73.9775234 40.6809947),116,11217,0,Brooklyn,36615.0,21648157.7960373,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
152,node,2568849022,40.6774292,-73.9728758,,clothes,GITI Fasion,POINT (-73.9728758 40.6774292),116,11217,0,Brooklyn,36615.0,21648157.7960373,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
323,node,4252887310,40.6755865,-73.9745311,,clothes,Mandala Tibetan Store,POINT (-73.97453109999999 40.6755865),116,11217,0,Brooklyn,36615.0,21648157.7960373,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
421,node,4768474321,40.6848235,-73.9767208,,clothes,Uniqlo,POINT (-73.9767208 40.6848235),116,11217,0,Brooklyn,36615.0,21648157.7960373,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
422,node,4768477257,40.6847006,-73.9764987,,clothes,Victoria's Secret,POINT (-73.97649869999999 40.6847006),116,11217,0,Brooklyn,36615.0,21648157.7960373,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
524,node,5318896046,40.6781702,-73.9832193,,clothes,No Relation Vintage,POINT (-73.9832193 40.6781702),116,11217,0,Brooklyn,36615.0,21648157.7960373,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
525,node,5320691266,40.6767036,-73.9800857,Brooklyn,clothes,Goorin Bros.,POINT (-73.9800857 40.6767036),116,11217,0,Brooklyn,36615.0,21648157.7960373,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
534,node,5359461522,40.6801739,-73.9780828,,clothes,Beacon's Closet,POINT (-73.9780828 40.6801739),116,11217,0,Brooklyn,36615.0,21648157.7960373,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
557,node,5446680727,40.6781078,-73.9791462,,clothes,Min-K,POINT (-73.9791462 40.6781078),116,11217,0,Brooklyn,36615.0,21648157.7960373,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
573,node,5509597482,40.678456,-73.9789109,,clothes,Habit,POINT (-73.9789109 40.678456),116,11217,0,Brooklyn,36615.0,21648157.7960373,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
576,node,5528019418,40.6874211,-73.9865745,,clothes,Meg,POINT (-73.9865745 40.6874211),116,11217,0,Brooklyn,36615.0,21648157.7960373,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
622,node,5549150582,40.6805315,-73.9775117,,clothes,Eleven Vintage Boutique,POINT (-73.97751169999999 40.6805315),116,11217,0,Brooklyn,36615.0,21648157.7960373,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
625,node,5555271891,40.6779901,-73.9795572,,clothes,Bhoomki,POINT (-73.9795572 40.6779901),116,11217,0,Brooklyn,36615.0,21648157.7960373,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
632,node,5562952068,40.6799286,-73.9779164,,clothes,Dearest,POINT (-73.9779164 40.6799286),116,11217,0,Brooklyn,36615.0,21648157.7960373,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
633,node,5562952070,40.6811008,-73.9774511,,clothes,Life Boutique Thrift,POINT (-73.9774511 40.6811008),116,11217,0,Brooklyn,36615.0,21648157.7960373,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
642,node,5600702498,40.6775984,-73.9798255,,clothes,taeg,POINT (-73.9798255 40.6775984),116,11217,0,Brooklyn,36615.0,21648157.7960373,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
