,type,id,lat,lon,tags_addr:city,tags_amenity,tags_name,geometry,index_right,ZIPCODE,BLDGZIP,PO_NAME,POPULATION,AREA,STATE,COUNTY,ST_FIPS,CTY_FIPS,URL,SHAPE_AREA,SHAPE_LEN
1,node,349323821,40.7625361,-73.9766972,New York,restaurant,Five Guys,POINT (-73.9766972 40.7625361),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
104,node,1383909693,40.7663525,-73.9796288,,restaurant,Le Pain Quotidien,POINT (-73.9796288 40.7663525),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
106,node,1383927735,40.7675881,-73.9831167,,restaurant,Blue Ribbon,POINT (-73.9831167 40.7675881),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
107,node,1383928351,40.7677295,-73.9834926,,restaurant,Sushi Damo,POINT (-73.98349260000001 40.7677295),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
108,node,1383955419,40.7653848,-73.980359,New York,restaurant,Lili's 57,POINT (-73.98035900000001 40.7653848),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
109,node,1383956543,40.7656333,-73.9808702,New York,restaurant,Brooklyn Diner,POINT (-73.9808702 40.7656333),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
110,node,1383956544,40.7654347,-73.9813709,,restaurant,Hooters,POINT (-73.9813709 40.7654347),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
111,node,1383956764,40.7660154,-73.9794173,New York,restaurant,Petrossian,POINT (-73.97941729999999 40.7660154),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
134,node,1487472478,40.7607113,-73.9807687,New York,restaurant,Capital Grille at Time-Life,POINT (-73.9807687 40.7607113),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
135,node,1487569052,40.7640653,-73.9782577,,restaurant,Le Parker Meridien Burger,POINT (-73.9782577 40.7640653),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
139,node,1497326724,40.7650339,-73.9793005,New York,restaurant,Russian Tea Room,POINT (-73.97930049999999 40.7650339),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
198,node,1758217485,40.7604723,-73.9840506,New York,restaurant,The Playwright,POINT (-73.9840506 40.7604723),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
255,node,1977354182,40.7627443,-73.9878936,,restaurant,Bann Restaurant,POINT (-73.98789360000001 40.7627443),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
301,node,2070158858,40.7674922,-73.9862892,,restaurant,Bello,POINT (-73.9862892 40.7674922),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
325,node,2134025590,40.7593243,-73.9816604,,restaurant,Del Frisco's,POINT (-73.9816604 40.7593243),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
475,node,2379302186,40.7707337,-73.9918169,New York,restaurant,Hudson Eatery,POINT (-73.9918169 40.7707337),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
822,node,2610440246,40.7604501,-73.9839884,,restaurant,Roast Chicken,POINT (-73.9839884 40.7604501),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
824,node,2610440252,40.7611131,-73.9829819,New York,restaurant,TGI Fridays,POINT (-73.9829819 40.7611131),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
857,node,2625469225,40.7616312,-73.9868397,,restaurant,West End Bar & Grill,POINT (-73.9868397 40.7616312),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
858,node,2629277996,40.7640716,-73.97711,New York,restaurant,Rue 57,POINT (-73.97711 40.7640716),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
882,node,2678783476,40.7614452,-73.9837559,New York,restaurant,Applebee's Neighborhood Grill & Bar,POINT (-73.98375590000001 40.7614452),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
883,node,2678783479,40.7618484,-73.9835031,New York,restaurant,Ellen's Stardust Dinner,POINT (-73.98350309999999 40.7618484),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
895,node,2698702585,40.7685603,-73.9855015,New York City,restaurant,Flame,POINT (-73.9855015 40.7685603),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
896,node,2698702590,40.7683165,-73.9856517,New York City,restaurant,Terakawa Ramen,POINT (-73.98565170000001 40.7683165),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
925,node,2705031346,40.7651946,-73.9874552,,restaurant,eatery,POINT (-73.9874552 40.7651946),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
926,node,2705031347,40.7653574,-73.9878362,,restaurant,Mee,POINT (-73.9878362 40.7653574),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
927,node,2705031348,40.7655193,-73.987692,,restaurant,Georgio's Country Grill,POINT (-73.987692 40.7655193),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
940,node,2708164917,40.7654403,-73.9835817,New York,restaurant,Thai Chai Kitchen,POINT (-73.9835817 40.7654403),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
950,node,2710031799,40.7615065,-73.9869037,,restaurant,Times Square Diner & Grill,POINT (-73.9869037 40.7615065),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
954,node,2710196317,40.7684041,-73.9855829,,restaurant,Masseria deo Vini,POINT (-73.9855829 40.7684041),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
967,node,2714986490,40.7650575,-73.987136,new York,restaurant,La Silhouette,POINT (-73.98713600000001 40.7650575),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
968,node,2714986493,40.7653775,-73.9873248,,restaurant,Alfie's,POINT (-73.9873248 40.7653775),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
978,node,2717323748,40.7615479,-73.9837434,New York,restaurant,Nanking,POINT (-73.98374339999999 40.7615479),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
979,node,2717323791,40.7608991,-73.986314,,restaurant,La Messeria,POINT (-73.98631399999999 40.7608991),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
980,node,2717543271,40.7611533,-73.9779162,,restaurant,Fogo de chao,POINT (-73.9779162 40.7611533),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
981,node,2717543371,40.7601327,-73.9787879,New York,restaurant,Teresa's,POINT (-73.9787879 40.7601327),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1010,node,2727176211,40.7642327,-73.9807509,,restaurant,Park Café,POINT (-73.9807509 40.7642327),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1011,node,2727176217,40.7650918,-73.9805946,New York,restaurant,Redeye Grill,POINT (-73.9805946 40.7650918),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1240,node,2973075955,40.7655786,-73.9834795,New York,restaurant,Luigi's Pizza,POINT (-73.9834795 40.7655786),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1241,node,2973075956,40.765484,-73.9835479,New York,restaurant,Matts Grill,POINT (-73.9835479 40.765484),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1242,node,2973075958,40.7658052,-73.9833111,New York,restaurant,ivy,POINT (-73.98331109999999 40.7658052),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1243,node,2973086664,40.7653013,-73.9832463,New York,restaurant,East Japanese Restaurant,POINT (-73.9832463 40.7653013),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1244,node,2973086665,40.7653274,-73.9833108,New York,restaurant,Vizio,POINT (-73.9833108 40.7653274),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1245,node,2973086666,40.7653492,-73.983373,New York,restaurant,Nocello,POINT (-73.983373 40.7653492),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1246,node,2973086668,40.765264,-73.9831704,New York,restaurant,Yakitori Totto,POINT (-73.98317040000001 40.765264),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1274,node,3067940118,40.7623757,-73.9858109,New York,restaurant,Sosa Borella,POINT (-73.9858109 40.7623757),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1277,node,3079037402,40.7625321,-73.9772542,New York,restaurant,Benoit,POINT (-73.9772542 40.7625321),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1278,node,3079037403,40.7626041,-73.9775108,New York,restaurant,Bistro Milano,POINT (-73.9775108 40.7626041),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1279,node,3079037405,40.762485,-73.9771512,New York,restaurant,Il Corso,POINT (-73.97715119999999 40.762485),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1358,node,3232923482,40.7638701,-73.9765096,New York,restaurant,Mangia,POINT (-73.9765096 40.7638701),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1366,node,3246839599,40.7640975,-73.986792,,restaurant,Danji,POINT (-73.98679199999999 40.7640975),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1480,node,3577940193,40.7631875,-73.9847037,,restaurant,Russian Samovar Restaurant and Piano Bar,POINT (-73.9847037 40.7631875),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1576,node,3785166438,40.7696894,-73.9883889,New York,restaurant,Boston Market,POINT (-73.9883889 40.7696894),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1577,node,3785185545,40.7693396,-73.9886262,New York,restaurant,Jake's saloon,POINT (-73.9886262 40.7693396),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1578,node,3785193787,40.7696442,-73.9883983,New York City,restaurant,Fresco 57,POINT (-73.9883983 40.7696442),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1579,node,3785193816,40.769499,-73.9885147,New York,restaurant,Justino's Pizza,POINT (-73.9885147 40.769499),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1580,node,3785201077,40.7685473,-73.9886696,New York,restaurant,Thailand Restairant,POINT (-73.98866959999999 40.7685473),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1581,node,3785207683,40.7686706,-73.9886454,New York City,restaurant,Beijing,POINT (-73.9886454 40.7686706),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1582,node,3785213058,40.7696176,-73.9879606,New York,restaurant,Strokos,POINT (-73.98796059999999 40.7696176),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1584,node,3785231766,40.7648448,-73.9914632,New York,restaurant,123 Burger,POINT (-73.9914632 40.7648448),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1693,node,3932353663,40.7612817,-73.9817677,New York,restaurant,Le Bernardin,POINT (-73.98176770000001 40.7612817),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1694,node,3932353664,40.7685324,-73.9827663,New York,restaurant,Masa,POINT (-73.98276629999999 40.7685324),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1695,node,3932353665,40.7682549,-73.9828519,New York,restaurant,Per Se,POINT (-73.9828519 40.7682549),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1728,node,3995212060,40.7600927,-73.9825066,New York,restaurant,Sushiden,POINT (-73.98250659999999 40.7600927),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1754,node,4085364218,40.7633372,-73.9771733,,restaurant,Beyond Sushi,POINT (-73.9771733 40.7633372),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1779,node,4128896890,40.7671718,-73.9835181,,restaurant,Bareburger,POINT (-73.9835181 40.7671718),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1788,node,4140591018,40.7610807,-73.9770877,,restaurant,The Modern - The Bar Room,POINT (-73.9770877 40.7610807),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1795,node,4149450808,40.7674386,-73.9839741,,restaurant,ABA Turkish Restaurant,POINT (-73.9839741 40.7674386),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1804,node,4151778390,40.7642433,-73.9881105,,restaurant,Pure Thai Cookhouse,POINT (-73.9881105 40.7642433),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1805,node,4151778391,40.763547,-73.9865301,,restaurant,Ippudo,POINT (-73.9865301 40.763547),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1835,node,4188132390,40.7616844,-73.9868159,,restaurant,Kung Fu Little Steamed Buns,POINT (-73.9868159 40.7616844),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1894,node,4278330892,40.7628531,-73.9838317,,restaurant,Gallaghers Steakhouse,POINT (-73.9838317 40.7628531),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1911,node,4301475089,40.766105,-73.9866537,,restaurant,Bocca Di Bacco,POINT (-73.98665370000001 40.766105),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1928,node,4311338893,40.763523,-73.98853,,restaurant,Rice N Beans,POINT (-73.98853 40.763523),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1932,node,4311478190,40.764055,-73.9880983,,restaurant,Arias Hell's Kitchen,POINT (-73.9880983 40.764055),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1941,node,4316376191,40.7627204,-73.9759478,,restaurant,Joe's Shanghai,POINT (-73.9759478 40.7627204),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1966,node,4317887892,40.7637454,-73.9847984,,restaurant,Cosmic Diner,POINT (-73.9847984 40.7637454),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1991,node,4350615592,40.7643365,-73.9880327,,restaurant,Island Burger and Shakes,POINT (-73.98803270000001 40.7643365),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
1999,node,4365631099,40.7601423,-73.9832198,,restaurant,Iroha,POINT (-73.9832198 40.7601423),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2030,node,4420510490,40.764457,-73.9875901,,restaurant,Toto ramen,POINT (-73.98759010000001 40.764457),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2052,node,4443479889,40.7607731,-73.9808203,,restaurant,Ted's Montana Grill,POINT (-73.9808203 40.7607731),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2067,node,4458700189,40.768715,-73.9824828,,restaurant,Porter House Bar and Grill,POINT (-73.9824828 40.768715),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2090,node,4470028190,40.7624058,-73.9769664,,restaurant,La Bonne Soupe,POINT (-73.97696639999999 40.7624058),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2124,node,4507452092,40.7614691,-73.9875747,,restaurant,Patzeria Family & Friends,POINT (-73.9875747 40.7614691),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2132,node,4520491408,40.7657475,-73.9787646,New York,restaurant,RED 58,POINT (-73.97876460000001 40.7657475),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2160,node,4562952595,40.7641721,-73.976467,,restaurant,Betony,POINT (-73.976467 40.7641721),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2161,node,4562960091,40.7645463,-73.9772842,New York,restaurant,Wayfarer,POINT (-73.9772842 40.7645463),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2166,node,4585519689,40.7632437,-73.9771564,,restaurant,Menkui Teu,POINT (-73.9771564 40.7632437),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2213,node,4686173789,40.7619597,-73.9772624,,restaurant,Mozzarella & Vino,POINT (-73.9772624 40.7619597),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2228,node,4706822389,40.7648181,-73.98196,,restaurant,Cognac,POINT (-73.98196 40.7648181),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2230,node,4708892894,40.7617708,-73.9850779,,restaurant,Natsumi,POINT (-73.98507789999999 40.7617708),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2256,node,4755575516,40.7633892,-73.9818081,,restaurant,,POINT (-73.98180809999999 40.7633892),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2289,node,4775572069,40.765008,-73.9909984,,restaurant,Totto Ramen,POINT (-73.9909984 40.765008),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2294,node,4781268921,40.7610479,-73.9828327,,restaurant,Pizza Hut,POINT (-73.9828327 40.7610479),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2298,node,4794092321,40.7613487,-73.9822791,,restaurant,Ruth's Chris Steak House,POINT (-73.9822791 40.7613487),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2343,node,4840395322,40.7657503,-73.9833487,,restaurant,Indikitch,POINT (-73.98334869999999 40.7657503),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2346,node,4843851221,40.7647616,-73.9915059,,restaurant,The Waylon,POINT (-73.99150590000001 40.7647616),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2419,node,4909127627,40.7612035,-73.9871437,,restaurant,,POINT (-73.9871437 40.7612035),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2523,node,5007572821,40.7638883,-73.9882214,,restaurant,Bricola,POINT (-73.9882214 40.7638883),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2536,node,5021168321,40.7687279,-73.9831588,,restaurant,Landmarc,POINT (-73.9831588 40.7687279),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2558,node,5061206121,40.7609089,-73.985336,,restaurant,Da Marino,POINT (-73.985336 40.7609089),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2929,node,5304002621,40.7642057,-73.9880302,,restaurant,Pure Thai Cookhouse,POINT (-73.9880302 40.7642057),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2973,node,5344178933,40.7658518,-73.9837506,,restaurant,Guantanamera,POINT (-73.98375059999999 40.7658518),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
3202,node,5433333127,40.7652199,-73.9755591,,restaurant,Sarabeth's,POINT (-73.9755591 40.7652199),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
3273,node,5489315616,40.7645652,-73.9820415,,restaurant,Serafina,POINT (-73.98204149999999 40.7645652),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
3286,node,5499677222,40.7651878,-73.9763206,,restaurant,Angela’s,POINT (-73.97632059999999 40.7651878),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
3752,node,5754828787,40.7640533,-73.986712,,restaurant,Mont Blanc 52 Restaurant,POINT (-73.986712 40.7640533),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
3912,node,5840679445,40.7608042,-73.9842008,,restaurant,Junior's,POINT (-73.9842008 40.7608042),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
4011,node,5922862086,40.7611297,-73.9839743,,restaurant,Junior's Deli,POINT (-73.9839743 40.7611297),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
4023,node,5938773279,40.762004,-73.9773856,New York City,restaurant,Xi'an Famous Food,POINT (-73.97738560000001 40.762004),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
4045,node,5960471088,40.76314,-73.976775,,restaurant,Sushiya,POINT (-73.976775 40.76314),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
4065,node,5978510504,40.7630158,-73.9853514,,restaurant,Gotham Pizza,POINT (-73.9853514 40.7630158),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
4117,node,5980592885,40.7646117,-73.9824665,,restaurant,99 Cent Fresh Pizza,POINT (-73.9824665 40.7646117),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
4130,node,5984409285,40.7648841,-73.9876636,,restaurant,Badshah,POINT (-73.9876636 40.7648841),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
4179,node,6023478828,40.7641853,-73.988146,,restaurant,Bombay Grill House,POINT (-73.988146 40.7641853),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
4196,node,6046944585,40.7639563,-73.9883317,,restaurant,Sd,POINT (-73.9883317 40.7639563),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
4368,way,265329507,40.7640299,-73.9868361,,restaurant,Danji,POINT (-73.9868361 40.7640299),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
4369,way,265329530,40.7644563,-73.9876823,,restaurant,Lucky's Famous Burger,POINT (-73.9876823 40.7644563),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
4370,way,265357847,40.7630922,-74.0006322,New York,restaurant,P.D. O'Hurley's,POINT (-74.0006322 40.7630922),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
2,node,357618253,40.7408217,-73.784295,Fresh Meadows,restaurant,Hooters,POINT (-73.784295 40.7408217),163,11365,0,Fresh Meadows,40528.0,69385865.5947389,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
1522,node,3656023358,40.7439554,-73.7763318,Flushing,restaurant,Blue Bay Diner,POINT (-73.77633179999999 40.7439554),163,11365,0,Fresh Meadows,40528.0,69385865.5947389,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
2648,node,5155256166,40.7394638,-73.7902496,,restaurant,Sabroso,POINT (-73.7902496 40.7394638),163,11365,0,Fresh Meadows,40528.0,69385865.5947389,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
2651,node,5155631654,40.7329512,-73.8047216,,restaurant,Napolis Pizzaria & Restaurant,POINT (-73.80472159999999 40.7329512),163,11365,0,Fresh Meadows,40528.0,69385865.5947389,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
2652,node,5155632030,40.7329581,-73.8046503,,restaurant,Futigi Japanese Cuisine,POINT (-73.80465030000001 40.7329581),163,11365,0,Fresh Meadows,40528.0,69385865.5947389,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
3303,node,5500041421,40.7347206,-73.7947166,Fresh Meadows,restaurant,Tienda Vieja,POINT (-73.7947166 40.7347206),163,11365,0,Fresh Meadows,40528.0,69385865.5947389,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
4576,way,284488848,40.7390565,-73.8097896,,restaurant,Puerto Madero Steakhouse,POINT (-73.8097896 40.7390565),163,11365,0,Fresh Meadows,40528.0,69385865.5947389,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
3,node,380044344,40.7025316,-73.9865653,Brooklyn,restaurant,Pedro's,POINT (-73.9865653 40.7025316),108,11201,0,Brooklyn,53041.0,41094886.7657365,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
40,node,732372474,40.7026239,-73.9813033,Brooklyn,restaurant,Vinegar Hill House,POINT (-73.98130329999999 40.7026239),108,11201,0,Brooklyn,53041.0,41094886.7657365,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
41,node,764740281,40.6902136,-73.9818937,Brooklyn,restaurant,Junior's,POINT (-73.9818937 40.6902136),108,11201,0,Brooklyn,53041.0,41094886.7657365,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
82,node,1227678751,40.7036769,-73.9948035,Brooklyn,restaurant,The River Café,POINT (-73.9948035 40.7036769),108,11201,0,Brooklyn,53041.0,41094886.7657365,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
