,type,id,lat,lon,tags_addr:city,tags_amenity,tags_name
273,node,2017705417,40.7412685,-73.8805718,,restaurant,Pho Bang Elmhurst
274,node,2017705418,40.741362,-73.8813603,,restaurant,
275,node,2017705419,40.7411567,-73.8812611,,restaurant,
276,node,2017705420,40.7412977,-73.8813613,,restaurant,
277,node,2017706123,40.7464154,-73.8916397,,restaurant,Thai Son
278,node,2017706361,40.746521,-73.8916022,,restaurant,
279,node,2017709331,40.7398474,-73.8786364,,restaurant,
280,node,2017709980,40.739823,-73.8786256,,restaurant,
281,node,2020485821,40.7349418,-73.9790572,,restaurant,Petite Abeille
282,node,2020487652,40.7364568,-73.979085,,restaurant,Lucky Chicken
283,node,2020726613,40.7374982,-73.9996241,New York,restaurant,Flex Mussles
284,node,2020727865,40.7370855,-73.9986335,,restaurant,Gradisca
285,node,2027166578,40.9067078,-73.9038786,New York City,restaurant,Riverdale Steak House
286,node,2027166857,40.9067767,-73.9043507,New York City,restaurant,Greentree
287,node,2033992917,40.7916957,-73.9723654,New York,restaurant,Imi Sushi
288,node,2035810066,40.7912298,-73.9739208,New York,restaurant,Big Daddy's
289,node,2035810358,40.7113206,-74.0178328,,restaurant,Merchants River House
290,node,2045635524,40.7401341,-73.9845365,,restaurant,DiDi Dumpling
291,node,2045635530,40.7389172,-73.9896515,New York,restaurant,The Cellar
292,node,2063692214,40.8520449,-74.0419664,,restaurant,Segovia
293,node,2063692614,40.8518116,-74.0412959,,restaurant,
294,node,2063698847,40.8540887,-74.0330883,,restaurant,Minado
295,node,2063702890,40.8557784,-74.0424561,Little Ferry,restaurant,Yuki Hana
296,node,2065147192,40.744355,-73.931949,,restaurant,The New Thompson Diner
297,node,2065172290,40.744228,-73.924884,,restaurant,Tangra Asian Fusion
298,node,2065685392,40.7433564,-73.9229731,New York,restaurant,Salt & Fat
299,node,2065796583,40.760433,-73.922418,,restaurant,Nazca
300,node,2070046778,40.763848,-73.915246,,restaurant,Mini Star Restaurant
301,node,2070049365,40.763681,-73.915422,,restaurant,Tu Casa
302,node,2070158858,40.7674922,-73.9862892,,restaurant,Bello
303,node,2070982507,40.7137763,-74.0161159,,restaurant,P.J. Clarke's
304,node,2070984265,40.8664492,-73.9280511,New York,restaurant,Mamajuana Cafe
305,node,2081537413,40.7474905,-73.9851225,New York,restaurant,Bon Chon Chicken
306,node,2081539634,40.7471688,-73.9852137,New York,restaurant,Kyo Chon Chicken
307,node,2081554551,40.6980042,-73.9916267,,restaurant,Park Plaza Diner
308,node,2089444284,40.7793384,-73.9776644,New York,restaurant,Pappardella
309,node,2089444285,40.7716005,-73.9818679,,restaurant,The Smith
310,node,2091642033,40.7892574,-73.9698327,New York,restaurant,Trattoria Pesce Pasta
311,node,2101983249,40.6974667,-73.9933972,,restaurant,Ozu
312,node,2101984777,40.6974111,-73.9932001,,restaurant,Clark's Restaurant
313,node,2108080657,40.7989601,-73.9670572,New York,restaurant,Busters NYC
314,node,2108362680,40.7832519,-73.9779798,New York,restaurant,Pizza By La Grolla
315,node,2111692824,40.7923639,-73.9713212,New York,restaurant,Gan Asia
316,node,2111692827,40.7921859,-73.971451,New York,restaurant,Kouzan
317,node,2113159210,40.7842712,-73.9772503,New York,restaurant,Spice
318,node,2114001662,40.742262,-73.991796,,restaurant,Outback Steakhouse
319,node,2114005796,40.7422774,-73.992923,,restaurant,Olive Garden
320,node,2123313753,40.7888948,-73.9743855,,restaurant,Mamajuana Cafe
321,node,2125873482,40.7930423,-73.9713664,New York,restaurant,Ayurveda Cafe
322,node,2125873488,40.7929559,-73.9714301,New York,restaurant,Pio Pio
323,node,2125873489,40.7827246,-73.9789347,,restaurant,Planet Sushi
324,node,2131698464,40.7841916,-73.9773072,New York,restaurant,Haru Sushi
325,node,2131791182,40.7690753,-73.9566569,,restaurant,Hospoda
326,node,2134025590,40.7593243,-73.9816604,,restaurant,Del Frisco's
327,node,2139120599,40.689348,-73.969384,Brooklyn,restaurant,ici
328,node,2139124594,40.689548,-73.96972,Brooklyn,restaurant,Rasoi
329,node,2143413390,40.7936265,-73.9709421,New York,restaurant,Opai Thai
330,node,2159537771,40.8426844,-73.9687863,,restaurant,River Palm Terrace
331,node,2159779345,40.5081942,-74.2671427,,restaurant,Luigi's Ristorante & Pizzeria
332,node,2159784503,40.5086102,-74.2673788,,restaurant,Holliwood Mexican
333,node,2178443636,40.7210809,-73.9832025,,restaurant,Parkside Lounge
334,node,2180708702,40.7253898,-73.9948328,,restaurant,Pinche Taqueria
335,node,2183010450,40.7061255,-74.0110467,,restaurant,Bobby Van's
336,node,2183010451,40.7034829,-74.011087,,restaurant,Bombay Cuisine
337,node,2183010456,40.704162,-74.0117227,,restaurant,Dig Inn Seasonal Market
338,node,2183010463,40.7074557,-74.0072562,New York,restaurant,Giardino D'oro
339,node,2183010464,40.7040836,-74.0105274,,restaurant,Golden Chopsticks
340,node,2183010480,40.7040471,-74.0104961,,restaurant,Justino's Pizzaria
341,node,2183010490,40.7041165,-74.0105442,,restaurant,Terrace Fish & Chips
342,node,2183039959,40.7090272,-74.0090587,,restaurant,Diwanekhaas
343,node,2183040748,40.7079039,-74.0102895,,restaurant,The Capital Grille - NY - Wall Street
344,node,2183891964,40.7061385,-74.0093922,,restaurant,Cipriani
345,node,2183891966,40.7053306,-74.0083252,,restaurant,Fino Ristorante Italiano
346,node,2183891975,40.7055979,-74.0077325,,restaurant,Nikoniko Sushi Bowl
347,node,2183891976,40.7050807,-74.0097102,,restaurant,Taste of Tokyo
348,node,2183891980,40.7052024,-74.0080678,New York,restaurant,Dina Rata
349,node,2184799443,40.7424674,-74.005715,,restaurant,Lobster Place
350,node,2186614181,40.7051928,-74.0109499,,restaurant,Hale & Hearty Soup
351,node,2186614182,40.7046401,-74.009783,,restaurant,Harry's Cafe
352,node,2186614185,40.7048461,-74.0096385,,restaurant,Joseph's Ristorante
353,node,2186614187,40.7048543,-74.0086679,,restaurant,Mercantile Grill
354,node,2186614188,40.7047709,-74.0088362,New York,restaurant,Lenwich
355,node,2186614191,40.7046731,-74.0089587,,restaurant,The Original Soupman
356,node,2186614192,40.7049459,-74.0097593,,restaurant,Underground Pizza
357,node,2187906509,40.7143802,-73.9606917,Brooklyn,restaurant,Snacky
358,node,2187922664,40.7140469,-73.9614532,Brooklyn,restaurant,LA Burrito
359,node,2192603894,40.7119172,-73.9611898,,restaurant,Bistro Petit
360,node,2192615630,40.7124035,-73.9627267,Brooklyn,restaurant,Simple Cafe
361,node,2192617290,40.7127964,-73.9625166,Brooklyn,restaurant,Wild
362,node,2192629490,40.7120324,-73.9627025,Brooklyn,restaurant,Abracadabra
363,node,2195218437,40.7924633,-73.9737697,New York,restaurant,Cleopatra's Needle
364,node,2195218439,40.7924179,-73.9738031,,restaurant,Helio
365,node,2195218446,40.7923725,-73.9738366,New York,restaurant,Perfecto
366,node,2207131883,40.7128614,-73.9624896,Brooklyn,restaurant,Khao Sarn
367,node,2207265863,40.7119483,-73.9634982,,restaurant,Randolph Bar and Restaurant
368,node,2226661274,40.8016094,-73.9615592,,restaurant,Pakistani goodness
369,node,2226852197,40.7694769,-73.9816003,New York,restaurant,Jean-Georges
370,node,2226853386,40.7598127,-73.9921572,,restaurant,Gallo Nero
371,node,2226861872,40.7590676,-73.9917441,New York,restaurant,Chimichurri Grill
372,node,2227457386,40.6776233,-73.9635646,,restaurant,Gen
373,node,2237276258,40.7382471,-74.0042816,New York,restaurant,Tavern on Jane
