index_left,type,id,lat,lon,tags_addr:city,tags_shop,tags_name,geometry
261,node,3096507088,40.6942339,-74.2579424,,clothes,Dressbarn,POINT (-74.2579424 40.6942339)
262,node,3118144406,40.6686074,-73.910242,,clothes,Rainbow,POINT (-73.910242 40.6686074)
263,node,3248774674,40.7812598,-73.9815522,New York,clothes,lululemon athletica,POINT (-73.9815522 40.7812598)
264,node,3248774680,40.7797817,-73.9819746,,clothes,The North Face,POINT (-73.9819746 40.7797817)
265,node,3248774690,40.7760753,-73.9800106,,clothes,Athleta,POINT (-73.9800106 40.7760753)
266,node,3248774702,40.7757714,-73.9797459,New York,clothes,Club Monaco,POINT (-73.9797459 40.7757714)
267,node,3248816726,40.7684646,-73.9828402,,clothes,H&M,POINT (-73.9828402 40.7684646)
268,node,3248816727,40.7681308,-73.9827575,,clothes,J. Crew,POINT (-73.98275750000001 40.7681308)
269,node,3260425865,40.6874327,-74.1816294,,clothes,Touch of Color,POINT (-74.18162940000001 40.6874327)
270,node,3260428061,40.6874565,-74.1826967,,clothes,America!,POINT (-74.18269669999999 40.6874565)
271,node,3262342854,40.7495133,-73.9865888,New York,clothes,Uniqlo,POINT (-73.98658880000001 40.7495133)
272,node,3315201777,40.577115,-73.9629563,,clothes,Eugenia,POINT (-73.9629563 40.577115)
273,node,3447488961,40.7555131,-73.9870107,,clothes,Loft,POINT (-73.9870107 40.7555131)
274,node,3447488963,40.755881,-73.9874036,,clothes,Champs,POINT (-73.98740359999999 40.755881)
275,node,3447526690,40.7593325,-73.978595,,clothes,Anthropologie,POINT (-73.978595 40.7593325)
276,node,3447527993,40.7590891,-73.9789454,,clothes,J. Crew,POINT (-73.9789454 40.7590891)
277,node,3447527995,40.7594157,-73.9779817,,clothes,Equinox,POINT (-73.9779817 40.7594157)
278,node,3451116505,40.7511003,-73.9916213,,clothes,Kmart,POINT (-73.99162130000001 40.7511003)
279,node,3451142754,40.7508753,-73.9909693,,clothes,Modell's,POINT (-73.9909693 40.7508753)
280,node,3451159777,40.7502476,-73.9893078,,clothes,Sephora,POINT (-73.98930780000001 40.7502476)
281,node,3451203779,40.7502851,-73.9871588,,clothes,Desigual,POINT (-73.9871588 40.7502851)
282,node,3451315857,40.7509578,-73.9880113,New York,clothes,Urban Outfitters,POINT (-73.9880113 40.7509578)
283,node,3486847406,40.8064666,-73.988961,,clothes,Victoria's Secret,POINT (-73.988961 40.8064666)
284,node,3594715132,40.7252052,-73.9968064,,clothes,Hollister,POINT (-73.9968064 40.7252052)
285,node,3712821330,40.7919525,-74.0492496,,clothes,Casual Male XL,POINT (-74.0492496 40.7919525)
286,node,3827424894,40.9150935,-74.1730677,,clothes,The Children's Place,POINT (-74.1730677 40.9150935)
287,node,3827424895,40.9149629,-74.1731138,,clothes,Marshalls,POINT (-74.1731138 40.9149629)
288,node,3833091015,40.749182,-73.9724275,,clothes,Dor L' Dor,POINT (-73.97242749999999 40.749182)
289,node,3844012483,40.8140433,-74.2180929,,clothes,Anthropologie,POINT (-74.2180929 40.8140433)
290,node,3844012495,40.8147696,-74.2198697,,clothes,Urban Outfitters,POINT (-74.2198697 40.8147696)
291,node,3859061782,40.7401164,-73.9945019,,clothes,TJ Maxx,POINT (-73.9945019 40.7401164)
292,node,3863022159,40.761103,-73.917073,,clothes,Express,POINT (-73.917073 40.761103)
293,node,3863022160,40.761115,-73.91747,,clothes,Fallas,POINT (-73.91746999999999 40.761115)
294,node,3863029660,40.761262,-73.917395,,clothes,Banana Republic Factory,POINT (-73.917395 40.761262)
295,node,3927137573,40.7497436,-73.9881912,,clothes,H & M,POINT (-73.9881912 40.7497436)
296,node,3927150547,40.7495763,-73.9867312,,clothes,Zara,POINT (-73.98673119999999 40.7495763)
297,node,3927150548,40.7497898,-73.9872059,,clothes,H & M,POINT (-73.98720590000001 40.7497898)
298,node,3927150552,40.7496516,-73.9869297,,clothes,Levi's,POINT (-73.9869297 40.7496516)
299,node,3938479921,40.7256079,-73.9964129,,clothes,Adidas,POINT (-73.9964129 40.7256079)
300,node,3970473671,40.743931,-73.983874,,clothes,Lacoste,POINT (-73.983874 40.743931)
301,node,4006308108,40.7238405,-73.9965689,,clothes,G-Star RAW,POINT (-73.9965689 40.7238405)
302,node,4008037040,40.7701569,-73.9625726,,clothes,SHEN NEW YORK,POINT (-73.9625726 40.7701569)
303,node,4012847857,40.7440621,-73.9922118,,clothes,David's Bridal,POINT (-73.99221180000001 40.7440621)
304,node,4012847860,40.7447407,-73.9916956,New York,clothes,capelli new york,POINT (-73.9916956 40.7447407)
305,node,4014980156,40.7533238,-73.9144765,,clothes,Old Navy,POINT (-73.91447650000001 40.7533238)
306,node,4045561179,40.7358326,-74.0018859,,clothes,Saturdays,POINT (-74.0018859 40.7358326)
307,node,4109967908,40.643361,-73.781411,,clothes,Guess,POINT (-73.78141100000001 40.643361)
308,node,4109969134,40.643235,-73.782528,,clothes,Victoria's Secret,POINT (-73.782528 40.643235)
309,node,4121316401,40.7133188,-74.0035986,,clothes,City Store,POINT (-74.0035986 40.7133188)
310,node,4136514835,40.6536229,-73.8712889,,clothes,GAP Factory,POINT (-73.8712889 40.6536229)
311,node,4136514880,40.6540545,-73.872695,,clothes,Five Below,POINT (-73.87269499999999 40.6540545)
312,node,4136514885,40.6526482,-73.8737033,,clothes,Burlington Coat Factory,POINT (-73.8737033 40.6526482)
313,node,4136515112,40.6533095,-73.8719572,,clothes,New York & Co,POINT (-73.8719572 40.6533095)
314,node,4136515171,40.6543394,-73.8700664,,clothes,Nordstrom Rack,POINT (-73.8700664 40.6543394)
315,node,4136515365,40.6540993,-73.8704204,,clothes,DSW,POINT (-73.8704204 40.6540993)
316,node,4194174468,40.6859963,-73.9911162,,clothes,Lululemon Athletica,POINT (-73.99111619999999 40.6859963)
317,node,4200055693,40.7202441,-74.0468575,,clothes,Vivi girl Shop,POINT (-74.0468575 40.7202441)
318,node,4220662589,40.7247907,-73.9975378,,clothes,Under Armour store,POINT (-73.9975378 40.7247907)
319,node,4226134389,40.7100427,-73.7951473,Jamaica,clothes,Al Hamra Collection,POINT (-73.7951473 40.7100427)
320,node,4237922320,40.7126985,-73.7823995,,clothes,M Barry Services,POINT (-73.7823995 40.7126985)
321,node,4238006290,40.7129025,-73.7821019,Jamaica,clothes,Radha Sari Bazaar Inc.,POINT (-73.7821019 40.7129025)
322,node,4239902536,40.7117615,-73.7895354,Jamaica,clothes,Rokshana Boutique,POINT (-73.78953540000001 40.7117615)
323,node,4252887310,40.6755865,-73.9745311,,clothes,Mandala Tibetan Store,POINT (-73.97453109999999 40.6755865)
324,node,4254651771,40.744427,-73.9921981,New York,clothes,Goodwill Industries Store & Donation Center,POINT (-73.9921981 40.744427)
325,node,4255252874,40.7226719,-73.9993039,,clothes,H&M,POINT (-73.9993039 40.7226719)
326,node,4255253131,40.7244848,-73.9973753,,clothes,Forever 21,POINT (-73.9973753 40.7244848)
327,node,4255253132,40.7244716,-73.99785,,clothes,Prada,POINT (-73.99785 40.7244716)
328,node,4255253133,40.7238497,-73.99792,,clothes,H&M,POINT (-73.99791999999999 40.7238497)
329,node,4258004389,40.7625601,-73.9725989,New York,clothes,Christian Dior,POINT (-73.97259889999999 40.7625601)
330,node,4283625389,40.762113,-73.9749459,,clothes,Henri Bendel,POINT (-73.97494589999999 40.762113)
331,node,4283635689,40.7601985,-73.9763277,,clothes,Hollister,POINT (-73.9763277 40.7601985)
332,node,4300546989,40.7298733,-73.9864727,,clothes,Urban Outfitters,POINT (-73.98647269999999 40.7298733)
333,node,4300815692,40.782882,-73.9809253,,clothes,Bra Smyth,POINT (-73.9809253 40.782882)
334,node,4305352630,40.8688217,-73.8270763,,clothes,DXL,POINT (-73.8270763 40.8688217)
335,node,4307308992,40.7567609,-73.9945607,,clothes,Hell's Kitchen Flea Market,POINT (-73.99456069999999 40.7567609)
336,node,4320114931,40.7144076,-73.9594096,Brooklyn,clothes,Narnia,POINT (-73.9594096 40.7144076)
337,node,4353113390,40.7574033,-73.978222,,clothes,Topman,POINT (-73.978222 40.7574033)
338,node,4353153856,40.761975,-73.9771432,,clothes,Manolo Blahnik,POINT (-73.9771432 40.761975)
339,node,4353425889,40.7348737,-73.9914604,,clothes,Burlington,POINT (-73.99146039999999 40.7348737)
340,node,4380059406,40.7374571,-73.9900472,,clothes,The Dr. Martens Store,POINT (-73.99004720000001 40.7374571)
341,node,4380347191,40.7056076,-73.9331871,,clothes,Mary Meyer Clothing,POINT (-73.9331871 40.7056076)
342,node,4380381689,40.7040366,-73.9337131,,clothes,RISK Vintage,POINT (-73.93371310000001 40.7040366)
343,node,4382629933,40.7183158,-73.9552362,,clothes,Buffalo Exchange,POINT (-73.9552362 40.7183158)
344,node,4382629937,40.7226794,-73.9992847,,clothes,H&M,POINT (-73.9992847 40.7226794)
345,node,4382630249,40.7241982,-73.998047,,clothes,Pink,POINT (-73.998047 40.7241982)
346,node,4382630250,40.7239185,-73.9978216,,clothes,Converse,POINT (-73.99782159999999 40.7239185)
347,node,4396518790,40.7838509,-73.9564345,,clothes,Bonpoint,POINT (-73.9564345 40.7838509)
348,node,4396719791,40.7243138,-74.0024067,,clothes,Bonpoint,POINT (-74.00240669999999 40.7243138)
349,node,4402057800,40.7096385,-74.0098983,,clothes,GAP,POINT (-74.0098983 40.7096385)
350,node,4405535093,40.7426669,-73.9995561,,clothes,Nasty Pig,POINT (-73.99955610000001 40.7426669)
351,node,4407734879,40.5825251,-74.1651798,,clothes,Forever 21,POINT (-74.1651798 40.5825251)
352,node,4407734880,40.5809748,-74.1658155,,clothes,GAP,POINT (-74.16581549999999 40.5809748)
353,node,4407734881,40.5821339,-74.1661508,,clothes,Guess,POINT (-74.1661508 40.5821339)
354,node,4407734882,40.5808995,-74.1667489,,clothes,H&M,POINT (-74.1667489 40.5808995)
355,node,4407735240,40.5816837,-74.1648821,,clothes,Victoria's Secrets,POINT (-74.1648821 40.5816837)
356,node,4418348217,40.7412441,-73.9900993,,clothes,Tailor,POINT (-73.9900993 40.7412441)
357,node,4445028789,40.7333467,-74.0052278,,clothes,Leather Man,POINT (-74.0052278 40.7333467)
358,node,4455191589,40.7258163,-73.9998513,,clothes,,POINT (-73.9998513 40.7258163)
359,node,4455539694,40.7250409,-73.9973221,,clothes,Victoria's Secret,POINT (-73.99732210000001 40.7250409)
360,node,4461963792,40.720765,-74.0027411,,clothes,Canada Goose,POINT (-74.00274109999999 40.720765)
361,node,4462060089,40.7600564,-73.9834861,,clothes,Superdry,POINT (-73.98348609999999 40.7600564)
362,node,4463877489,40.6176818,-73.9918394,,clothes,Telco,POINT (-73.9918394 40.6176818)
363,node,4466147685,40.743344,-73.989489,New York,clothes,Noir et Blanc,POINT (-73.98948900000001 40.743344)
364,node,4469660893,40.758016,-73.9769452,,clothes,the north face,POINT (-73.9769452 40.758016)
365,node,4471322292,40.7247023,-74.0009858,,clothes,Canada Goose Flagship Store,POINT (-74.0009858 40.7247023)
366,node,4471388093,40.7622444,-73.9672042,,clothes,The north face,POINT (-73.9672042 40.7622444)
367,node,4473299090,40.8959376,-74.2326583,,clothes,Bob's Stores,POINT (-74.2326583 40.8959376)
368,node,4480955094,40.7617519,-73.9745787,,clothes,Ralph Lauren (Polo Bar),POINT (-73.9745787 40.7617519)
369,node,4493243975,40.9282402,-73.8527415,,clothes,GAP,POINT (-73.85274149999999 40.9282402)
370,node,4493243988,40.9259798,-73.8531333,Yonkers,clothes,Old Navy,POINT (-73.8531333 40.9259798)
371,node,4493285458,40.9259592,-73.8551248,Yonkers,clothes,TJ Maxx,POINT (-73.8551248 40.9259592)
372,node,4532514689,40.787577,-73.7281318,,clothes,Oh La La,POINT (-73.7281318 40.787577)
373,node,4553345925,40.7544315,-73.9804303,New York,clothes,Sayki,POINT (-73.98043029999999 40.7544315)
374,node,4556115320,40.7505246,-73.9743574,,clothes,Gap,POINT (-73.9743574 40.7505246)
375,node,4559312794,40.6907684,-73.9852002,,clothes,Nordstrom Rack,POINT (-73.98520019999999 40.6907684)
376,node,4559312799,40.6910358,-73.9866967,,clothes,Gap Factory Store,POINT (-73.9866967 40.6910358)
377,node,4559312800,40.6907226,-73.9851036,,clothes,H&M,POINT (-73.9851036 40.6907226)
378,node,4559312803,40.6913866,-73.9875751,,clothes,Lane Bryant,POINT (-73.9875751 40.6913866)
379,node,4559312804,40.6905294,-73.9854308,,clothes,American Eagle Outfitters,POINT (-73.9854308 40.6905294)
380,node,4559312805,40.6910236,-73.9858492,,clothes,Banana Republic Factory Store,POINT (-73.9858492 40.6910236)
381,node,4559312806,40.6915259,-73.9871486,,clothes,Ann Taylor,POINT (-73.9871486 40.6915259)
382,node,4559312807,40.6914283,-73.9868952,,clothes,Social Apparel,POINT (-73.98689520000001 40.6914283)
383,node,4565909216,40.7201586,-74.0019016,,clothes,STADIUM GOODS,POINT (-74.0019016 40.7201586)
384,node,4565955201,40.7222848,-74.0011015,,clothes,Purl Soho,POINT (-74.0011015 40.7222848)
385,node,4565955202,40.7191792,-73.9853766,,clothes,ALIFE,POINT (-73.9853766 40.7191792)
386,node,4565955297,40.726617,-73.9956681,,clothes,KITH,POINT (-73.9956681 40.726617)
387,node,4565980289,40.7240439,-73.9964068,,clothes,Supreme,POINT (-73.9964068 40.7240439)
388,node,4586276001,40.7183615,-73.9583299,,clothes,Crossroad Trading Co.,POINT (-73.9583299 40.7183615)
389,node,4587258297,40.7236707,-73.9525839,,clothes,Beacon's Closet,POINT (-73.95258389999999 40.7236707)
390,node,4587365789,40.722598,-73.9547486,,clothes,Genuine Motorworks,POINT (-73.9547486 40.722598)
391,node,4589608995,40.7235312,-74.0004583,,clothes,Saint Laurent Paris,POINT (-74.00045830000001 40.7235312)
392,node,4589608996,40.7233032,-74.0009234,,clothes,Burton,POINT (-74.0009234 40.7233032)
393,node,4589647292,40.7225053,-74.0016144,,clothes,Isabel Marant,POINT (-74.00161439999999 40.7225053)
394,node,4589659390,40.7216512,-74.001951,,clothes,Fjäll Räven,POINT (-74.00195100000001 40.7216512)
395,node,4616285490,40.7235622,-73.9996539,,clothes,Solstice,POINT (-73.9996539 40.7235622)
396,node,4616286889,40.7232634,-74.0006697,,clothes,Patagonia,POINT (-74.0006697 40.7232634)
397,node,4616286989,40.723473,-74.0007858,,clothes,Versus Versace,POINT (-74.0007858 40.723473)
398,node,4616287089,40.7238465,-74.0007851,,clothes,Longchamp,POINT (-74.0007851 40.7238465)
399,node,4616287090,40.7241052,-74.0007373,,clothes,Diesel,POINT (-74.0007373 40.7241052)
400,node,4616287091,40.7241862,-74.0008978,,clothes,Chanel,POINT (-74.0008978 40.7241862)
401,node,4623422789,40.7539199,-73.9811804,,clothes,the north face,POINT (-73.9811804 40.7539199)
402,node,4649136092,40.7234319,-73.9993293,,clothes,Free People,POINT (-73.9993293 40.7234319)
403,node,4681443601,40.7409655,-74.0048309,,clothes,Columbia store,POINT (-74.0048309 40.7409655)
404,node,4696169236,40.9164862,-74.1730702,Paterson,clothes,One Touch Bridal,POINT (-74.1730702 40.9164862)
405,node,4696823190,40.7262541,-74.0006404,,clothes,Billionaire Boys Club Ice Cream,POINT (-74.00064039999999 40.7262541)
406,node,4696823290,40.7241702,-74.0001771,,clothes,BAPE store,POINT (-74.0001771 40.7241702)
407,node,4697138589,40.7214214,-73.9999993,,clothes,Topman,POINT (-73.9999993 40.7214214)
408,node,4699192689,40.7493309,-73.9861281,,clothes,SuperDry,POINT (-73.9861281 40.7493309)
409,node,4708892891,40.7237297,-74.0000202,,clothes,Adidas original store,POINT (-74.00002019999999 40.7237297)
410,node,4725997490,40.7430657,-74.0068932,,clothes,Artists & Fleas,POINT (-74.00689319999999 40.7430657)
411,node,4760638621,40.7370704,-73.9926128,,clothes,Free People,POINT (-73.9926128 40.7370704)
412,node,4760720822,40.7186127,-73.9607342,,clothes,Urban Outfitters,POINT (-73.9607342 40.7186127)
413,node,4760746021,40.7245758,-73.9977519,,clothes,& Other Stories,POINT (-73.9977519 40.7245758)
414,node,4768361021,40.710137,-74.0094741,,clothes,Urban Outfitters,POINT (-74.00947410000001 40.710137)
415,node,4768362321,40.6899715,-73.9940268,,clothes,Urban Outfitters,POINT (-73.9940268 40.6899715)
416,node,4768380531,40.7480595,-73.9924109,,clothes,American Apparel,POINT (-73.9924109 40.7480595)
417,node,4768397331,40.6903017,-73.9922617,,clothes,American Apparel,POINT (-73.9922617 40.6903017)
418,node,4768399424,40.7069361,-73.953029,,clothes,American Apparel,POINT (-73.953029 40.7069361)
419,node,4768429026,40.7392717,-73.9914933,,clothes,American Apparel,POINT (-73.9914933 40.7392717)
420,node,4768456421,40.7200927,-74.0015089,,clothes,American Apparel,POINT (-74.0015089 40.7200927)
421,node,4768474321,40.6848235,-73.9767208,,clothes,Uniqlo,POINT (-73.9767208 40.6848235)
422,node,4768477257,40.6847006,-73.9764987,,clothes,Victoria's Secret,POINT (-73.97649869999999 40.6847006)
423,node,4769803021,40.7202354,-73.9997684,,clothes,American Two Shot,POINT (-73.99976839999999 40.7202354)
424,node,4792178323,40.7141686,-73.9944225,,clothes,,POINT (-73.9944225 40.7141686)
425,node,4792178324,40.7139437,-73.9944994,,clothes,,POINT (-73.9944994 40.7139437)
426,node,4792178325,40.7140191,-73.9943536,,clothes,,POINT (-73.9943536 40.7140191)
427,node,4792178327,40.714095,-73.9945133,,clothes,,POINT (-73.99451329999999 40.714095)
428,node,4796427413,40.7419122,-73.9895625,New York,clothes,marimekko,POINT (-73.98956250000001 40.7419122)
429,node,4811840421,40.7225414,-73.993955,,clothes,samuji nolita,POINT (-73.993955 40.7225414)
430,node,4811940238,40.7245413,-73.9977384,,clothes,& Other Stories,POINT (-73.9977384 40.7245413)
431,node,4811957922,40.7536272,-73.9803942,,clothes,and other stories,POINT (-73.98039420000001 40.7536272)
432,node,4813825721,40.7231542,-73.9955775,,clothes,brandy melville,POINT (-73.9955775 40.7231542)
433,node,4813825921,40.7221841,-73.9997237,,clothes,brandy melville broadway,POINT (-73.9997237 40.7221841)
434,node,4815674438,40.7177636,-73.990323,,clothes,Mooshoes,POINT (-73.990323 40.7177636)
435,node,4825110721,40.7607362,-73.9832448,,clothes,Yankees,POINT (-73.98324479999999 40.7607362)
436,node,4826193922,40.7247731,-74.0021428,,clothes,Arc'teryx Soho,POINT (-74.0021428 40.7247731)
437,node,4828045222,40.7239853,-73.9935068,,clothes,Toms,POINT (-73.99350680000001 40.7239853)
438,node,4837022664,40.8149954,-74.2195662,,clothes,South Moon Under,POINT (-74.2195662 40.8149954)
439,node,4837022928,40.814117,-74.2198595,,clothes,Tiziano Boutique,POINT (-74.2198595 40.814117)
440,node,4837023001,40.8148339,-74.2191165,,clothes,lululemon,POINT (-74.2191165 40.8148339)
441,node,4837023081,40.8153149,-74.2190772,,clothes,Hip Chic,POINT (-74.2190772 40.8153149)
442,node,4837099618,40.8127926,-74.2164603,,clothes,Takeover,POINT (-74.21646029999999 40.8127926)
443,node,4837099824,40.813396,-74.2165758,,clothes,Prima,POINT (-74.2165758 40.813396)
444,node,4837099833,40.8119268,-74.2147117,,clothes,Inner Eye Boutique,POINT (-74.2147117 40.8119268)
445,node,4837137566,40.8868035,-74.252327,Wayne,clothes,Burlington Coat Factory,POINT (-74.25232699999999 40.8868035)
446,node,4837137574,40.8879928,-74.2581728,Wayne,clothes,Uniqlo,POINT (-74.2581728 40.8879928)
447,node,4837137575,40.8890169,-74.2607458,Wayne,clothes,Forever 21,POINT (-74.2607458 40.8890169)
448,node,4838654963,40.8861836,-74.25327,,clothes,K&G Fashion Superstore,POINT (-74.25327 40.8861836)
449,node,4843833724,40.7307692,-73.9496928,,clothes,Dusty Rose Vintage,POINT (-73.94969279999999 40.7307692)
450,node,4850203121,40.7241415,-73.9975369,,clothes,,POINT (-73.9975369 40.7241415)
451,node,4866177621,40.5800581,-74.1664454,,clothes,Primark,POINT (-74.1664454 40.5800581)
452,node,4876407521,40.7401382,-73.9946367,,clothes,Marshall’s,POINT (-73.9946367 40.7401382)
453,node,4876688442,40.661386,-73.7181956,,clothes,Old Navy,POINT (-73.7181956 40.661386)
454,node,4876689862,40.6621982,-73.7210284,,clothes,H&M,POINT (-73.72102839999999 40.6621982)
455,node,4882289080,40.7101015,-73.7940818,Jamaica,clothes,Riwaz,POINT (-73.7940818 40.7101015)
456,node,4890331921,40.7620617,-73.9743838,,clothes,Dolce & Gabbana,POINT (-73.9743838 40.7620617)
457,node,4893309822,40.750751,-73.9832148,,clothes,reebok,POINT (-73.9832148 40.750751)
458,node,4913377710,40.7557513,-73.9858362,,clothes,H&M,POINT (-73.98583619999999 40.7557513)
459,node,4915842122,40.7552952,-73.9855236,,clothes,Modell's Sporting Goods,POINT (-73.98552359999999 40.7552952)
460,node,4977581176,40.8854866,-74.2111571,,clothes,Rainbow,POINT (-74.21115709999999 40.8854866)
461,node,4988385027,40.7157789,-73.9973402,New York,clothes,Unique Hype Collection,POINT (-73.9973402 40.7157789)
462,node,4995738111,40.6088194,-73.958508,Brooklyn,clothes,Trumas,POINT (-73.95850799999999 40.6088194)
463,node,4998805610,40.7324844,-73.9911106,,clothes,New York Costumes,POINT (-73.9911106 40.7324844)
464,node,4998806122,40.7336674,-73.9911925,,clothes,Nu New York,POINT (-73.9911925 40.7336674)
465,node,4998806126,40.7337929,-73.9908003,,clothes,Zumiez,POINT (-73.9908003 40.7337929)
466,node,4998806131,40.7349875,-73.9916761,,clothes,Bottom's,POINT (-73.99167610000001 40.7349875)
467,node,5011118921,40.7620414,-73.9832079,,clothes,,POINT (-73.9832079 40.7620414)
468,node,5017258824,40.772168,-73.9649482,,clothes,Spring Flowers,POINT (-73.96494819999999 40.772168)
469,node,5017262527,40.7696792,-73.9671782,,clothes,Dolce & Gabbana for Kids,POINT (-73.96717820000001 40.7696792)
470,node,5023195622,40.7355798,-73.9950465,,clothes,Beacon's Closet,POINT (-73.9950465 40.7355798)
471,node,5043497800,40.6671317,-73.9815981,,clothes,Brooklyn Industries,POINT (-73.9815981 40.6671317)
472,node,5061499421,40.721411,-74.0020622,,clothes,The Vans DQM General,POINT (-74.0020622 40.721411)
473,node,5083429925,40.7238957,-73.9903347,,clothes,Otherwild,POINT (-73.99033470000001 40.7238957)
474,node,5087639781,40.7438216,-73.9993127,,clothes,Vibe,POINT (-73.9993127 40.7438216)
475,node,5087640452,40.74549,-73.9980402,,clothes,Gap,POINT (-73.99804020000001 40.74549)
476,node,5092994822,40.7234238,-73.9522934,,clothes,OAK,POINT (-73.9522934 40.7234238)
477,node,5093221728,40.7182752,-73.959557,,clothes,GANT,POINT (-73.959557 40.7182752)
478,node,5108265921,40.7373803,-73.9899304,,clothes,Scotch & Soda,POINT (-73.98993040000001 40.7373803)
479,node,5108265923,40.733039,-74.0039458,,clothes,Scotch & Soda,POINT (-74.0039458 40.733039)
480,node,5108275821,40.7236996,-73.9962548,,clothes,Scotch & Soda,POINT (-73.9962548 40.7236996)
481,node,5111766223,40.7185004,-73.9605308,,clothes,Space Ninety 8,POINT (-73.9605308 40.7185004)
482,node,5118455510,40.7602688,-73.9175928,,clothes,Victoria Secret,POINT (-73.91759279999999 40.7602688)
483,node,5124427121,40.7200854,-73.9975842,,clothes,No. 6 Store,POINT (-73.99758420000001 40.7200854)
484,node,5141324022,40.7407324,-74.0067489,,clothes,all saints,POINT (-74.00674890000001 40.7407324)
485,node,5146338606,40.7551842,-73.9921496,New York,clothes,Anthony Urso,POINT (-73.9921496 40.7551842)
486,node,5155647229,40.6646059,-73.8415372,,clothes,Karako Suits,POINT (-73.8415372 40.6646059)
487,node,5164002624,40.7250817,-74.0016921,,clothes,DKNY,POINT (-74.0016921 40.7250817)
488,node,5186870455,40.8061428,-73.9470016,New York,clothes,Harlem Haberdashery,POINT (-73.94700159999999 40.8061428)
489,node,5190396659,40.7494162,-73.9874922,New York,clothes,Forever  21,POINT (-73.98749220000001 40.7494162)
490,node,5190525039,40.7416954,-73.9951324,,clothes,Kleinfeld Bridal Sample Studio,POINT (-73.9951324 40.7416954)
491,node,5190677117,40.7477269,-73.9844071,New York,clothes,"Cookies, Inc",POINT (-73.9844071 40.7477269)
492,node,5208082622,40.7056905,-73.9332518,,clothes,Friends NYC,POINT (-73.93325179999999 40.7056905)
493,node,5219097799,40.5868719,-73.8130445,,clothes,Rainbow,POINT (-73.8130445 40.5868719)
494,node,5220904065,40.679876,-73.9376885,Brooklyn,clothes,,POINT (-73.93768849999999 40.679876)
495,node,5226715621,40.7304277,-73.8622289,Rego Park,clothes,Marshalls,POINT (-73.86222890000001 40.7304277)
496,node,5229541918,40.633688,-73.9942406,,clothes,My Self,POINT (-73.9942406 40.633688)
497,node,5240160096,40.7213489,-73.992938,,clothes,Green Fingers Market,POINT (-73.992938 40.7213489)
498,node,5246547359,40.662439,-73.9850991,Brooklyn,clothes,mae,POINT (-73.9850991 40.662439)
499,node,5248097966,40.7300947,-73.86127,,clothes,,POINT (-73.86127 40.7300947)
500,node,5248100569,40.7295139,-73.8624493,,clothes,High Tops,POINT (-73.86244929999999 40.7295139)
501,node,5265714371,40.72035,-74.0023196,,clothes,Oak & Wood,POINT (-74.00231960000001 40.72035)
502,node,5265714697,40.7203985,-74.0022857,,clothes,Billionaire Boys Club,POINT (-74.0022857 40.7203985)
503,node,5265714963,40.7212298,-74.0016097,,clothes,Alexander Wang,POINT (-74.0016097 40.7212298)
504,node,5265753025,40.7381122,-73.9922976,,clothes,Gap,POINT (-73.9922976 40.7381122)
505,node,5266898172,40.774115,-73.9576435,,clothes,Vivaldi,POINT (-73.9576435 40.774115)
506,node,5269167921,40.6422607,-73.7917812,,clothes,Salvatore Ferragamo,POINT (-73.7917812 40.6422607)
507,node,5285124122,40.8070365,-73.989168,,clothes,Banana Republic,POINT (-73.98916800000001 40.8070365)
508,node,5285124123,40.8069483,-73.9888733,,clothes,Baby Gap,POINT (-73.98887329999999 40.8069483)
509,node,5285124124,40.8069581,-73.9887878,,clothes,Gap Kids,POINT (-73.9887878 40.8069581)
510,node,5285124821,40.806864,-73.9899899,,clothes,Ambience Boutique,POINT (-73.9899899 40.806864)
511,node,5285124824,40.8071974,-73.9895438,,clothes,Carter’s,POINT (-73.98954380000001 40.8071974)
512,node,5285132923,40.8065779,-73.9879032,,clothes,Guess,POINT (-73.98790320000001 40.8065779)
513,node,5285133721,40.8070253,-73.9889802,,clothes,Gap,POINT (-73.9889802 40.8070253)
514,node,5285135521,40.806502,-73.9877474,,clothes,Anthropologie,POINT (-73.9877474 40.806502)
515,node,5285138722,40.8068635,-73.9886647,,clothes,Mercat,POINT (-73.9886647 40.8068635)
516,node,5285140423,40.8066333,-73.9880427,,clothes,Express,POINT (-73.98804269999999 40.8066333)
517,node,5285151121,40.8066975,-73.9882153,,clothes,Loft,POINT (-73.98821529999999 40.8066975)
518,node,5285594971,40.7477112,-73.9563172,Long Island City,clothes,mimi & mo,POINT (-73.9563172 40.7477112)
519,node,5286432221,40.8061757,-73.988253,,clothes,Chico’s,POINT (-73.988253 40.8061757)
520,node,5288175921,40.7483328,-73.9849564,,clothes,Juicy Couture,POINT (-73.9849564 40.7483328)
521,node,5311459471,40.7455663,-73.9022934,,clothes,T-Shirt & More,POINT (-73.9022934 40.7455663)
522,node,5317574171,40.8077792,-73.9462736,,clothes,Burlington Coat Factory,POINT (-73.9462736 40.8077792)
523,node,5317574172,40.8078374,-73.9460878,,clothes,American Eagle Outfitters,POINT (-73.9460878 40.8078374)
524,node,5318896046,40.6781702,-73.9832193,,clothes,No Relation Vintage,POINT (-73.9832193 40.6781702)
525,node,5320691266,40.6767036,-73.9800857,Brooklyn,clothes,Goorin Bros.,POINT (-73.9800857 40.6767036)
